set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset
14,3,daily routine,singular,present,The busy father makes breakfast for the kids.,5,baseline_c,315
14,4,daily routine,singular,present,The busy father meticulously makes breakfast for the kids.,6,baseline_d,316
14,5,daily routine,singular,present,The father in his home makes breakfast for the kids.,7,control_a,317
14,6,daily routine,singular,present,The father in his home meticulously makes breakfast for the kids.,8,control_b,318
14,7,daily routine,singular,present,The busy father in his home makes breakfast for the kids.,8,control_c,319
14,8,daily routine,singular,present,The busy father in his home meticulously makes breakfast for the kids.,9,control_d,320
14,9,daily routine,singular,present,The father who slept well makes breakfast for the kids.,7,standard_subject_a,321
14,10,daily routine,singular,present,The father who slept well meticulously makes breakfast for the kids.,8,standard_subject_b,322
14,11,daily routine,singular,present,The busy father an who slept well makes breakfast for the kids.,8,standard_subject_c,323
14,12,daily routine,singular,present,The busy father who slept well meticulously makes breakfast for the kids.,9,standard_subject_d,324
14,13,daily routine,singular,present,The father who his child woke makes breakfast for the kids.,8,standard_object_a,325
14,14,daily routine,singular,present,The father who his child woke meticulously makes breakfast for the kids.,9,standard_object_b,326
14,15,daily routine,singular,present,The busy father who his child woke makes breakfast for the kids.,9,standard_object_c,327
14,16,daily routine,singular,present,The busy father who his child woke meticulously makes breakfast for the kids.,10,standard_object_d,328
14,17,daily routine,singular,present,The father who read the recipe that was new makes breakfast for the kids.,11,nested_subject_a,329
14,18,daily routine,singular,present,The father who read the recipe that was new meticulously makes breakfast for the kids.,12,nested_subject_b,330
14,19,daily routine,singular,present,The busy father who read the recipe that was new makes breakfast for the kids.,12,nested_subject_c,331
14,20,daily routine,singular,present,The busy father who read the recipe that was new meticulously makes breakfast for the kids.,13,nested_subject_d,332
14,21,daily routine,singular,present,The father who his sister who the vet advised assists makes breakfast for the kids.,15,nested_object_a,333
14,22,daily routine,singular,present,The father who his sister who the vet advised assists meticulously makes breakfast for the kids.,9,nested_object_b,334
14,23,daily routine,singular,present,The busy father who his sister who the vet advised assists makes breakfast for the kids.,14,nested_object_c,335
14,24,daily routine,singular,present,The busy father who his sister who the vet advised assists meticulously makes breakfast for the kids.,14,nested_object_d,336
15,1,emotion,singular,present,The boy embraces the tender touch.,6,baseline_a,337
15,2,emotion,singular,present,The boy gently embraces the tender touch.,7,baseline_b,338
15,3,emotion,singular,present,The compassionate boy embraces the tender touch.,7,baseline_c,339
15,4,emotion,singular,present,The compassionate boy gently embraces the tender touch.,8,baseline_d,340
15,5,emotion,singular,present,The boy in the quiet corner embraces the tender touch.,10,control_a,341
15,6,emotion,singular,present,The boy in the quiet corner gently embraces the tender touch.,11,control_b,342
15,7,emotion,singular,present,The compassionate boy in the quiet corner embraces the tender touch.,11,control_c,343
15,8,emotion,singular,present,The compassionate boy in the quiet corner gently embraces the tender touch.,12,control_d,344
15,9,emotion,singular,present,The boy who cares about others embraces the tender touch.,10,standard_subject_a,345
15,10,emotion,singular,present,The boy who cares about others gently embraces the tender touch.,11,standard_subject_b,346
15,11,emotion,singular,present,The compassionate boy who cares about others embraces the tender touch.,11,standard_subject_c,347
15,12,emotion,singular,present,The compassionate boy who cares about others gently embraces the tender touch.,12,standard_subject_d,348
15,13,emotion,singular,present,The boy who the girl criticized embraces the tender touch.,10,standard_object_a,349
15,14,emotion,singular,present,The boy who the girl criticized gently embraces the tender touch.,11,standard_object_b,350
15,15,emotion,singular,present,The compassionate boy who the girl criticized embraces the tender touch.,11,standard_object_c,351
15,16,emotion,singular,present,The compassionate boy who the girl criticized gently embraces the tender touch.,12,standard_object_d,352
15,17,emotion,singular,present,The boy who read the story that brought joy embraces the tender touch.,13,nested_subject_a,353
15,18,emotion,singular,present,The boy who read the story that brought joy gently embraces the tender touch.,14,nested_subject_b,354
15,19,emotion,singular,present,The compassionate boy who read the story that brought joy embraces the tender touch.,14,nested_subject_c,355
15,20,emotion,singular,present,The compassionate boy who read the story that brought joy gently embraces the tender touch.,15,nested_subject_d,356
15,21,emotion,singular,present,The boy who the teacher who the students admired knows embraces the tender touch.,14,nested_object_a,357
15,22,emotion,singular,present,The boy who the teacher who the students admired knows gently embraces the tender touch.,15,nested_object_b,358
15,23,emotion,singular,present,The compassionate boy who the teacher who the students admired knows embraces the tender touch.,15,nested_object_c,359
15,24,emotion,singular,present,The compassionate boy who the teacher who the students admired knows gently embraces the tender touch.,16,nested_object_d,360
16,1,entertainment,plural,past,The actors played the roles on stage.,7,baseline_a,361
16,2,entertainment,plural,past,The actors skillfully played the roles on stage.,8,baseline_b,362
16,3,entertainment,plural,past,The experienced actors played the roles on stage.,8,baseline_c,363
16,4,entertainment,plural,past,The experienced actors skillfully played the roles on stage.,9,baseline_d,364
16,5,entertainment,plural,past,The actors in the theater played the roles on stage.,10,control_a,365
16,6,entertainment,plural,past,The actors in the theater skillfully played the roles on stage.,11,control_b,366
16,7,entertainment,plural,past,The experienced actors in the theater played the roles on stage.,11,control_c,367
16,8,entertainment,plural,past,The experienced actors in the theater skillfully played the roles on stage.,12,control_d,368
16,9,entertainment,plural,past,The actors who studied their lines played the roles on stage.,11,standard_subject_a,369
16,10,entertainment,plural,past,The actors who studied their lines skillfully played the roles on stage.,12,standard_subject_b,370
16,11,entertainment,plural,past,The experienced actors who studied their lines played the roles on stage.,12,standard_subject_c,371
16,12,entertainment,plural,past,The experienced actors who studied their lines skillfully played the roles on stage.,13,standard_subject_d,372
16,13,entertainment,plural,past,The actors who the directors trained played the roles on stage.,11,standard_object_a,373
16,14,entertainment,plural,past,The actors who the directors trained skillfully played the roles on stage.,12,standard_object_b,374
16,15,entertainment,plural,past,The experienced actors who the directors trained played the roles on stage.,12,standard_object_c,375
16,16,entertainment,plural,past,The experienced actors who the directors trained skillfully played the roles on stage.,13,standard_object_d,376
16,17,entertainment,plural,past,The actors who mastered the scenes that had complex dialogue played the roles on stage.,15,nested_subject_a,377
16,18,entertainment,plural,past,The actors who mastered the scenes that had complex dialogue skillfully played the roles on stage.,16,nested_subject_b,378
16,19,entertainment,plural,past,The experienced actors who mastered the scenes that had complex dialogue played the roles on stage.,16,nested_subject_c,379
16,20,entertainment,plural,past,The experienced actors who mastered the scenes that had complex dialogue skillfully played the roles on stage.,17,nested_subject_d,380
16,21,entertainment,plural,past,The actors who the assistants who the producers trusted helped played the roles on stage.,15,nested_object_a,381
16,22,entertainment,plural,past,The actors who the assistants who the producers trusted helped skillfully played the roles on stage.,16,nested_object_b,382
16,23,entertainment,plural,past,The experienced actors who the assistants who the producers trusted helped played the roles on stage.,16,nested_object_c,383
16,24,entertainment,plural,past,The experienced actors who the assistants who the producers trusted helped skillfully played the roles on stage.,17,nested_object_d,384
17,15,entertainment,plural,present,People watch movies.,3,baseline_a,385
17,16,entertainment,plural,present,People carefully watch movies.,4,baseline_b,386
17,17,entertainment,plural,present,Young people watch movies.,4,baseline_c,387
17,18,entertainment,plural,present,Young people carefully watch movies.,5,baseline_d,388
17,19,entertainment,plural,present,People at the theater watch movies.,6,control_a,389
17,20,entertainment,plural,present,People at the theater carefully watch movies.,7,control_b,390
17,21,entertainment,plural,present,Young people at the theater watch movies.,7,control_c,391
17,22,entertainment,plural,present,Young people at the theater carefully watch movies.,8,control_d,392
17,23,entertainment,plural,present,People who love Hollywood watch movies.,6,standard_subject_a,393
17,24,entertainment,plural,present,People who love Hollywood carefully watch movies.,7,standard_subject_b,394
17,25,entertainment,plural,present,Young people who love Hollywood watch movies.,7,standard_subject_c,395
17,26,entertainment,plural,present,Young people who love Hollywood carefully watch movies.,8,standard_subject_d,396
17,27,entertainment,plural,present,People who the critics hate watch movies.,7,standard_object_a,397
17,28,entertainment,plural,present,People who the critics hate carefully watch movies.,8,standard_object_b,398
17,29,entertainment,plural,present,Young people who the critics hate watch movies.,8,standard_object_c,399
17,30,entertainment,plural,present,Young people who the critics hate carefully watch movies.,9,standard_object_d,400
17,31,entertainment,plural,present,People who saw the posters that were funny watch movies.,10,nested_subject_a,401
17,32,entertainment,plural,present,People who saw the posters that were funny carefully watch movies.,11,nested_subject_b,402
17,33,entertainment,plural,present,Young people who saw the posters that were funny watch movies.,11,nested_subject_c,403
17,34,entertainment,plural,present,Young people who saw the posters that were funny carefully watch movies.,12,nested_subject_d,404
17,35,entertainment,plural,present,People who the friends who the artists invited accompany watch movies.,11,nested_object_a,405
17,36,entertainment,plural,present,People who the friends who the artists invited accompany carefully watch movies.,12,nested_object_b,406
17,37,entertainment,plural,present,Young people who the friends who the artists invited accompany watch movies.,12,nested_object_c,407
17,38,entertainment,plural,present,Young people who the friends who the artists invited accompany carefully watch movies.,13,nested_object_d,408
18,1,entertainment,singular,present,The kid plays a board game.,6,baseline_a,409
18,2,entertainment,singular,present,The kid clumsily plays a board game.,7,baseline_b,410
18,3,entertainment,singular,present,The smart kid plays a board game.,7,baseline_c,411
18,4,entertainment,singular,present,The smart kid clumsily plays a board game.,8,baseline_d,412
18,5,entertainment,singular,present,The kid in the hallway plays a board game.,9,control_a,413
18,6,entertainment,singular,present,The kid in the hallway clumsily plays a board game.,10,control_b,414
18,7,entertainment,singular,present,The smart kid in the hallway plays a board game.,10,control_c,415
18,8,entertainment,singular,present,The smart kid in the hallway clumsily plays a board game.,11,control_d,416
18,9,entertainment,singular,present,The kid who likes puzzles plays a board game.,9,standard_subject_a,417
18,10,entertainment,singular,present,The kid who likes puzzles clumsily plays a board game.,10,standard_subject_b,418
18,11,entertainment,singular,present,The smart kid who likes puzzles plays a board game.,10,standard_subject_c,419
18,12,entertainment,singular,present,The smart kid who likes puzzles clumsily plays a board game.,11,standard_subject_d,420
18,13,entertainment,singular,present,The kid who the coach trained plays a board game.,10,standard_object_a,421
18,14,entertainment,singular,present,The kid who the coach trained clumsily plays a board game.,11,standard_object_b,422
18,15,entertainment,singular,present,The smart kid who the coach trained plays a board game.,11,standard_object_c,423
18,16,entertainment,singular,present,The smart kid who the coach trained clumsily plays a board game.,12,standard_object_d,424
18,17,entertainment,singular,present,The kid who watched the cartoon that was on the TV plays a board game.,15,nested_subject_a,425
18,18,entertainment,singular,present,The kid who watched the cartoon that was on the TV clumsily plays a board game.,16,nested_subject_b,426
18,19,entertainment,singular,present,The smart kid who watched the cartoon that was on the TV plays a board game.,16,nested_subject_c,427
18,20,entertainment,singular,present,The smart kid who watched the cartoon that was on the TV clumsily plays a board game.,17,nested_subject_d,428
18,21,entertainment,singular,present,The kid who the teacher who the principal chose recommended plays a board game.,14,nested_object_a,429
18,22,entertainment,singular,present,The kid who the teacher who the principal chose recommended clumsily plays a board game.,15,nested_object_b,430
18,23,entertainment,singular,present,The smart kid who the teacher who the principal chose recommended plays a board game.,15,nested_object_c,431
18,24,entertainment,singular,present,The smart kid who the teacher who the principal chose recommended clumsily plays a board game.,16,nested_object_d,432
19,1,food,plural,past,The chefs cooked the fresh vegetables.,5,baseline_a,433
19,2,food,plural,past,The chefs thoroughly cooked the fresh vegetables.,6,baseline_b,434
19,3,food,plural,past,The experienced chefs cooked the fresh vegetables.,6,baseline_c,435
19,4,food,plural,past,The experienced chefs thoroughly cooked the fresh vegetables.,7,baseline_d,436
19,5,food,plural,past,The chefs in the kitchens cooked the fresh vegetables.,7,control_a,437
19,6,food,plural,past,The chefs in the kitchens thoroughly cooked the fresh vegetables.,8,control_b,438
19,7,food,plural,past,The experienced chefs in the kitchens cooked the fresh vegetables.,8,control_c,439
19,8,food,plural,past,The experienced chefs in the kitchens thoroughly cooked the fresh vegetables.,9,control_d,440
19,9,food,plural,past,The chefs who attended schools cooked the fresh vegetables.,8,standard_subject_a,441
19,10,food,plural,past,The chefs who attended schools thoroughly cooked the fresh vegetables.,9,standard_subject_b,442
19,11,food,plural,past,The experienced chefs who attended schools cooked the fresh vegetables.,9,standard_subject_c,443
19,12,food,plural,past,The experienced chefs who attended schools thoroughly cooked the fresh vegetables.,10,standard_subject_d,444
19,13,food,plural,past,The chefs who the kitchen assistant admired cooked the fresh vegetables.,9,standard_object_a,445
19,14,food,plural,past,The chefs who the kitchen assistant admired thoroughly cooked the fresh vegetables.,10,standard_object_b,446
19,15,food,plural,past,The experienced chefs who the kitchen assistant admired cooked the fresh vegetables.,10,standard_object_c,447
19,16,food,plural,past,The experienced chefs who the kitchen assistant admired thoroughly cooked the fresh vegetables.,11,standard_object_d,448
19,17,food,plural,past,The chefs who elaborated the recipes that are unique cooked the fresh vegetables.,12,nested_subject_a,449
19,18,food,plural,past,The chefs who elaborated the recipes that are unique thoroughly cooked the fresh vegetables.,13,nested_subject_b,450
19,19,food,plural,past,The experienced chefs who elaborated the recipes that are unique cooked the fresh vegetables.,13,nested_subject_c,451
19,20,food,plural,past,The experienced chefs who elaborated the recipes that are unique thoroughly cooked the fresh vegetables.,14,nested_subject_d,452
19,21,food,plural,past,The chefs who the guests who food critics served invited cooked the fresh vegetables.,13,nested_object_a,453
19,22,food,plural,past,The chefs who the guests who food critics served invited thoroughly cooked the fresh vegetables.,14,nested_object_b,454
19,23,food,plural,past,The experienced chefs who the guests who food critics served invited cooked the fresh vegetables.,14,nested_object_c,455
19,24,food,plural,past,The experienced chefs who the guests who food critics served invited thoroughly cooked the fresh vegetables.,15,nested_object_d,456
20,1,food,plural,present,The chefs prepare the salads.,5,baseline_a,457
20,2,food,plural,present,The chefs quickly prepare the salads.,6,baseline_b,458
20,3,food,plural,present,The skilled chefs prepare the salads.,6,baseline_c,459
20,4,food,plural,present,The skilled chefs quickly prepare the salads.,7,baseline_d,460
20,5,food,plural,present,The chefs in the kitchen prepare the salads.,8,control_a,461
20,6,food,plural,present,The chefs in the kitchen quickly prepare the salads.,9,control_b,462
20,7,food,plural,present,The skilled chefs in the kitchen prepare the salads.,9,control_c,463
20,8,food,plural,present,The skilled chefs in the kitchen quickly prepare the salads.,10,control_d,464
20,9,food,plural,present,The chefs who cook all day prepare the salads.,9,standard_subject_a,465
20,10,food,plural,present,The chefs who cook all day quickly prepare the salads.,10,standard_subject_b,466
20,11,food,plural,present,The skilled chefs who cook all day prepare the salads.,10,standard_subject_c,467
20,12,food,plural,present,The skilled chefs who cook all day quickly prepare the salads.,11,standard_subject_d,468
20,13,food,plural,present,The chefs who the managers supervise prepare the salads.,9,standard_object_a,469
20,14,food,plural,present,The chefs who the managers supervise quickly prepare the salads.,10,standard_object_b,470
20,15,food,plural,present,The skilled chefs who the managers supervise prepare the salads.,10,standard_object_c,471
20,16,food,plural,present,The skilled chefs who the managers supervise quickly prepare the salads.,11,standard_object_d,472
20,17,food,plural,present,The chefs who prepare the meals that meet the standards prepare the salads.,13,nested_subject_a,473
20,18,food,plural,present,The chefs who prepare the meals that meet the standards quickly prepare the salads.,14,nested_subject_b,474
20,19,food,plural,present,The skilled chefs who prepare the meals that meet the standards prepare the salads.,14,nested_subject_c,475
20,20,food,plural,present,The skilled chefs who prepare the meals that meet the standards quickly prepare the salads.,15,nested_subject_d,476
20,21,food,plural,present,The chefs who the sous chefs who the restaurants hired train prepare the salads.,14,nested_object_a,477
20,22,food,plural,present,The chefs who the sous chefs who the restaurants hired train quickly prepare the salads.,15,nested_object_b,478
20,23,food,plural,present,The skilled chefs who the sous chefs who the restaurants hired train prepare the salads.,15,nested_object_c,479
20,24,food,plural,present,The skilled chefs who the sous chefs who the restaurants hired train quickly prepare the salads.,16,nested_object_d,480
21,1,food,singular,past,The bookseller ate the fruit.,5,baseline_a,481
21,2,food,singular,past,The bookseller partially ate the fruit.,6,baseline_b,482
21,3,food,singular,past,The hungry bookseller ate the fruit.,6,baseline_c,483
21,4,food,singular,past,The hungry bookseller partially ate the fruit.,7,baseline_d,484
21,5,food,singular,past,The bookseller at the mall ate the fruit.,7,control_a,485
21,6,food,singular,past,The bookseller at the mall partially ate the fruit.,8,control_b,486
21,7,food,singular,past,The hungry bookseller at the mall ate the fruit.,8,control_c,487
21,8,food,singular,past,The hungry bookseller at the mall partially ate the fruit.,9,control_d,488
21,9,food,singular,past,The bookseller who ordered the books ate the fruit.,8,standard_subject_a,489
21,10,food,singular,past,The bookseller who ordered the books partially ate the fruit.,9,standard_subject_b,490
21,11,food,singular,past,The hungry bookseller who ordered the books ate the fruit.,9,standard_subject_c,491
21,12,food,singular,past,The hungry bookseller who ordered the books partially ate the fruit.,10,standard_subject_d,492
21,13,food,singular,past,The bookseller who the farmer helped ate the fruit.,9,standard_object_a,493
21,14,food,singular,past,The bookseller who the farmer helped partially ate the fruit.,10,standard_object_b,494
21,15,food,singular,past,The hungry bookseller who the farmer helped ate the fruit.,10,standard_object_c,495
21,16,food,singular,past,The hungry bookseller who the farmer helped partially ate the fruit.,11,standard_object_d,496
21,17,food,singular,past,The bookseller who washed the apple that was ripe ate the fruit.,12,nested_subject_a,497
21,18,food,singular,past,The bookseller who washed the apple that was ripe partially ate the fruit.,13,nested_subject_b,498
21,19,food,singular,past,The hungry bookseller who washed the apple that was ripe ate the fruit.,13,nested_subject_c,499
21,20,food,singular,past,The hungry bookseller who washed the apple that was ripe partially ate the fruit.,14,nested_subject_d,500
21,21,food,singular,past,The bookseller who the boy who the librarian recommended trusted ate the fruit.,13,nested_object_a,501
21,22,food,singular,past,The bookseller who the boy who the librarian recommended trusted partially ate the fruit.,14,nested_object_b,502
21,23,food,singular,past,The hungry bookseller who the boy who the librarian recommended trusted ate the fruit.,14,nested_object_c,503
21,24,food,singular,past,The hungry bookseller who the boy who the librarian recommended trusted partially ate the fruit.,15,nested_object_d,504
22,1,food,singular,present,The baker makes the cake.,5,baseline_a,505
22,2,food,singular,present,The baker carefully makes the cake.,6,baseline_b,506
22,3,food,singular,present,The skilled baker makes the cake.,6,baseline_c,507
22,4,food,singular,present,The skilled baker carefully makes the cake.,7,baseline_d,508
22,5,food,singular,present,The baker in the kitchen makes the cake.,8,control_a,509
22,6,food,singular,present,The baker in the kitchen carefully makes the cake.,9,control_b,510
22,7,food,singular,present,The skilled baker in the kitchen makes the cake.,9,control_c,511
22,8,food,singular,present,The skilled baker in the kitchen carefully makes the cake.,10,control_d,512
22,9,food,singular,present,The baker who wakes up early makes the cake.,9,standard_subject_a,513
22,10,food,singular,present,The baker who wakes up early carefully makes the cake.,10,standard_subject_b,514
22,11,food,singular,present,The skilled baker who wakes up early makes the cake.,10,standard_subject_c,515
22,12,food,singular,present,The skilled baker who wakes up early carefully makes the cake.,11,standard_subject_d,516
22,13,food,singular,present,The baker who the owner hired makes the cake.,9,standard_object_a,517
22,14,food,singular,present,The baker who the owner hired carefully makes the cake.,10,standard_object_b,518
22,15,food,singular,present,The skilled baker who the owner hired makes the cake.,10,standard_object_c,519
22,16,food,singular,present,The skilled baker who the owner hired carefully makes the cake.,11,standard_object_d,520
22,17,food,singular,present,The baker who reads the recipe that has many steps makes the cake.,13,nested_subject_a,521
22,18,food,singular,present,The baker who reads the recipe that has many steps carefully makes the cake.,14,nested_subject_b,522
22,19,food,singular,present,The skilled baker who reads the recipe that has many steps makes the cake.,14,nested_subject_c,523
22,20,food,singular,present,The skilled baker who reads the recipe that has many steps carefully makes the cake.,15,nested_subject_d,524
22,21,food,singular,present,The baker who the manager who the store recommended promoted makes the cake.,13,nested_object_a,525
22,22,food,singular,present,The baker who the manager who the store recommended promoted carefully makes the cake.,14,nested_object_b,526
22,23,food,singular,present,The skilled baker who the manager who the store recommended promoted makes the cake.,14,nested_object_c,527
22,24,food,singular,present,The skilled baker who the manager who the store recommended promoted carefully makes the cake.,15,nested_object_d,528
23,1,health,singular,past,The nurse gave the child medicine.,6,baseline_a,529
23,2,health,singular,past,The nurse carelessly gave the child medicine.,7,baseline_b,530
23,3,health,singular,past,The experienced nurse gave the child medicine.,7,baseline_c,531
23,4,health,singular,past,The experienced nurse carelessly gave the child medicine.,8,baseline_d,532
23,5,health,singular,past,The nurse in the ward gave the child medicine.,9,control_a,533
23,6,health,singular,past,The nurse in the ward carelessly gave the child medicine.,10,control_b,534
23,7,health,singular,past,The experienced nurse in the ward gave the child medicine.,10,control_c,535
23,8,health,singular,past,The experienced nurse in the ward carelessly gave the child medicine.,11,control_d,536
23,9,health,singular,past,The nurse who studied abroad gave the child medicine.,9,standard_subject_a,537
23,10,health,singular,past,The nurse who studied abroad carelessly gave the child medicine.,10,standard_subject_b,538
23,11,health,singular,past,The experienced nurse who studied abroad gave the child medicine.,10,standard_subject_c,539
23,12,health,singular,past,The experienced nurse who studied abroad carelessly gave the child medicine.,11,standard_subject_d,540
23,13,health,singular,past,The nurse whom the doctor trusted gave the child medicine.,10,standard_object_a,541
23,14,health,singular,past,The nurse whom the doctor trusted carelessly gave the child medicine.,11,standard_object_b,542
23,15,health,singular,past,The experienced nurse whom the doctor trusted gave the child medicine.,11,standard_object_c,543
23,16,health,singular,past,The experienced nurse whom the doctor trusted carelessly gave the child medicine.,12,standard_object_d,544
23,17,health,singular,past,The nurse who studied the file that was misplaced gave the child medicine.,13,nested_subject_a,545
23,18,health,singular,past,The nurse who studied the file that was misplaced carelessly gave the child medicine.,14,nested_subject_b,546
23,19,health,singular,past,The experienced nurse who studied the file that was misplaced gave the child medicine.,14,nested_subject_c,547
23,20,health,singular,past,The experienced nurse who studied the file that was misplaced carelessly gave the child medicine.,15,nested_subject_d,548
23,21,health,singular,past,The nurse whom the doctor whom the hospital employed supervised gave the child medicine.,14,nested_object_a,549
23,22,health,singular,past,The nurse whom the doctor whom the hospital employed supervised carelessly gave the child medicine.,15,nested_object_b,550
23,23,health,singular,past,The experienced nurse whom the doctor whom the hospital employed supervised gave the child medicine.,15,nested_object_c,551
23,24,health,singular,past,The experienced nurse whom the doctor whom the hospital employed supervised carelessly gave the child medicine.,16,nested_object_d,552
24,1,health,singular,present,The patient endures pain.,4,baseline_a,553
24,2,health,singular,present,The patient bravely endures pain.,5,baseline_b,554
24,3,health,singular,present,The sick patient endures pain.,5,baseline_c,555
24,4,health,singular,present,The sick patient bravely endures pain.,6,baseline_d,556
24,5,health,singular,present,The patient in bed endures pain.,6,control_a,557
24,6,health,singular,present,The patient in bed bravely endures pain.,7,control_b,558
24,7,health,singular,present,The sick patient in bed endures pain.,7,control_c,559
24,8,health,singular,present,The sick patient in bed bravely endures pain.,8,control_d,560
24,9,health,singular,present,The patient who coughs endures pain.,6,standard_subject_a,561
24,10,health,singular,present,The patient who coughs bravely endures pain.,7,standard_subject_b,562
24,11,health,singular,present,The sick patient who coughs endures pain.,7,standard_subject_c,563
24,12,health,singular,present,The sick patient who coughs bravely endures pain.,8,standard_subject_d,564
24,13,health,singular,present,The patient who the doctor visited endures pain.,8,standard_object_a,565
24,14,health,singular,present,The patient who the doctor visited bravely endures pain.,9,standard_object_b,566
24,15,health,singular,present,The sick patient who the doctor visited endures pain.,9,standard_object_c,567
24,16,health,singular,present,The sick patient who the doctor visited bravely endures pain.,10,standard_object_d,568
24,17,health,singular,present,The patient who read the book that had a lot of advice endures pain.,14,nested_subject_a,569
24,18,health,singular,present,The patient who read the book that had a lot of advice bravely endures pain.,15,nested_subject_b,570
24,19,health,singular,present,The sick patient who read the book that had a lot of advice endures pain.,15,nested_subject_c,571
24,20,health,singular,present,The sick patient who read the book that had a lot of advice bravely endures pain.,16,nested_subject_d,572
24,21,health,singular,present,The patient who the nurse who the hospital hired cared for endures pain.,13,nested_object_a,573
24,22,health,singular,present,The patient who the nurse who the hospital hired cared for bravely endures pain.,14,nested_object_b,574
24,23,health,singular,present,The sick patient who the nurse who the hospital hired cared for endures pain.,14,nested_object_c,575
24,24,health,singular,present,The sick patient who the nurse who the hospital hired cared for bravely endures pain.,15,nested_object_d,576
25,1,housing,plural,past,The plumbers fixed clogged pipes.,5,baseline_a,577
25,2,housing,plural,past,The plumbers carefully fixed clogged pipes.,6,baseline_b,578
25,3,housing,plural,past,The professional plumbers fixed clogged pipes.,6,baseline_c,579
25,4,housing,plural,past,The professional plumbers carefully fixed clogged pipes.,7,baseline_d,580
25,5,housing,plural,past,The plumbers under the sink fixed clogged pipes.,8,control_a,581
25,6,housing,plural,past,The plumbers under the sink carefully fixed clogged pipes.,9,control_b,582
25,7,housing,plural,past,The professional plumbers under the sink fixed clogged pipes.,9,control_c,583
25,8,housing,plural,past,The professional plumbers under the sink carefully fixed clogged pipes.,10,control_d,584
25,9,housing,plural,past,The plumbers who studied diagrams fixed clogged pipes.,8,standard_subject_a,585
25,10,housing,plural,past,The plumbers who studied diagrams carefully fixed clogged pipes.,9,standard_subject_b,586
25,11,housing,plural,past,The professional plumbers who studied diagrams fixed clogged pipes.,9,standard_subject_c,587
25,12,housing,plural,past,The professional plumbers who studied diagrams carefully fixed clogged pipes.,10,standard_subject_d,588
25,13,housing,plural,past,The plumbers who the constructors hired fixed clogged pipes.,9,standard_object_a,589
25,14,housing,plural,past,The plumbers who the constructors hired carefully fixed clogged pipes.,10,standard_object_b,590
25,15,housing,plural,past,The professional plumbers who the constructors hired fixed clogged pipes.,10,standard_object_c,591
25,16,housing,plural,past,The professional plumbers who the constructors hired carefully fixed clogged pipes.,11,standard_object_d,592
25,17,housing,plural,past,The plumbers who checked the pumps that were sold online fixed clogged pipes.,13,nested_subject_a,593
25,18,housing,plural,past,The plumbers who checked the pumps that were sold online carefully fixed clogged pipes.,14,nested_subject_b,594
25,19,housing,plural,past,The professional plumbers who checked the pumps that were sold online fixed clogged pipes.,14,nested_subject_c,595
25,20,housing,plural,past,The professional plumbers who checked the pumps that were sold online carefully fixed clogged pipes.,15,nested_subject_d,596
25,21,housing,plural,past,The plumbers who the technicians who the city council called met fixed clogged pipes.,14,nested_object_a,597
25,22,housing,plural,past,The plumbers who the technicians who the city council called met carefully fixed clogged pipes.,15,nested_object_b,598
25,23,housing,plural,past,The professional plumbers who the technicians who the city council called met fixed clogged pipes.,15,nested_object_c,599
25,24,housing,plural,past,The professional plumbers who the technicians who the city council called met carefully fixed clogged pipes.,16,nested_object_d,600
26,1,housing,plural,present,Painters decorate the new houses.,5,baseline_a,601
26,2,housing,plural,present,Painters gradually decorate the new houses.,6,baseline_b,602
26,3,housing,plural,present,Skilled painters decorate the new houses.,6,baseline_c,603
26,4,housing,plural,present,Skilled painters gradually decorate the new houses.,7,baseline_d,604
26,5,housing,plural,present,Painters in the big studios decorate the new houses.,9,control_a,605
26,6,housing,plural,present,Painters in the big studios gradually decorate the new houses.,10,control_b,606
26,7,housing,plural,present,Skilled painters in the big studios decorate the new houses.,10,control_c,607
26,8,housing,plural,present,Skilled painters in the big studios gradually decorate the new houses.,11,control_d,608
26,9,housing,plural,present,Painters who study art decorate the new houses.,8,standard_subject_a,609
26,10,housing,plural,present,Painters who study art gradually decorate the new houses.,9,standard_subject_b,610
26,11,housing,plural,present,Skilled painters who study art decorate the new houses.,9,standard_subject_c,611
26,12,housing,plural,present,Skilled painters who study art gradually decorate the new houses.,10,standard_subject_d,612
26,13,housing,plural,present,Painters who the architects hire decorate the new houses.,9,standard_object_a,613
26,14,housing,plural,present,Painters who the architects hire gradually decorate the new houses.,10,standard_object_b,614
26,15,housing,plural,present,Skilled painters who the architects hire decorate the new houses.,10,standard_object_c,615
26,16,housing,plural,present,Skilled painters who the architects hire gradually decorate the new houses.,11,standard_object_d,616
26,17,housing,plural,present,Painters who learn techniques that are popular abroad decorate the new houses.,13,nested_subject_a,617
26,18,housing,plural,present,Painters who learn techniques that are popular abroad gradually decorate the new houses.,13,nested_subject_b,618
26,19,housing,plural,present,Skilled painters who learn techniques that are popular abroad decorate the new houses.,13,nested_subject_c,619
26,20,housing,plural,present,Skilled painters who learn techniques that are popular abroad gradually decorate the new houses.,14,nested_subject_d,620
26,21,housing,plural,present,Painters who the managers who the owners call promote decorate the new houses.,13,nested_object_a,621
26,22,housing,plural,present,Painters who the managers who the owners call promote gradually decorate the new houses.,14,nested_object_b,622
26,23,housing,plural,present,Skilled painters who the managers who the owners call promote decorate the new houses.,14,nested_object_c,623
