set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename,before_semantic_switch_sentence
12,20,daily routine,plural,present,The exhausted athletes who heard the news that were useful energetically wake their teammates.,14,nested_subject_d,284,ctr_00283,ctr_00283.wav,The exhausted athletes who heard the news that were useful energetically wake their teammates.
13,1,daily routine,singular,past,The woman consumed breakfast.,5,baseline_a,289,ctr_00288,ctr_00288.wav,The woman ate breakfast.
13,2,daily routine,singular,past,The woman leisurely consumed breakfast.,6,baseline_b,290,ctr_00289,ctr_00289.wav,The woman slowly ate breakfast.
13,3,daily routine,singular,past,The youthful female consumed breakfast.,6,baseline_c,291,ctr_00290,ctr_00290.wav,The young woman ate breakfast.
13,4,daily routine,singular,past,The youthful woman slowly consumed breakfast.,7,baseline_d,292,ctr_00291,ctr_00291.wav,The young woman slowly ate breakfast.
13,5,daily routine,singular,past,The woman in the kitchen ate breakfast.,8,control_a,293,ctr_00292,ctr_00292.wav,The woman in the kitchen ate breakfast.
13,6,daily routine,singular,past,The woman in the kitchen gradually ate breakfast.,9,control_b,294,ctr_00293,ctr_00293.wav,The woman in the kitchen slowly ate breakfast.
13,7,daily routine,singular,past,The young woman in the kitchen ate breakfast.,9,control_c,295,ctr_00294,ctr_00294.wav,The young woman in the kitchen ate breakfast.
13,8,daily routine,singular,past,The youthful woman in the kitchen gradually consumed breakfast.,10,control_d,296,ctr_00295,ctr_00295.wav,The young woman in the kitchen slowly ate breakfast.
13,9,daily routine,singular,past,The woman who woke up early ate breakfast.,9,standard_subject_a,297,ctr_00296,ctr_00296.wav,The woman who woke up early ate breakfast.
13,10,daily routine,singular,past,The woman who woke up promptly gently ate breakfast.,10,standard_subject_b,298,ctr_00297,ctr_00297.wav,The woman who woke up early slowly ate breakfast.
13,11,daily routine,singular,past,The youthful woman who woke up prematurely ate breakfast.,10,standard_subject_c,299,ctr_00298,ctr_00298.wav,The young woman who woke up early ate breakfast.
13,12,daily routine,singular,past,The young woman who woke up early gently ate breakfast.,11,standard_subject_d,300,ctr_00299,ctr_00299.wav,The young woman who woke up early slowly ate breakfast.
13,13,daily routine,singular,past,The woman who the nurse assisted ate breakfast.,9,standard_object_a,301,ctr_00300,ctr_00300.wav,The woman who the nurse helped ate breakfast.
13,14,daily routine,singular,past,The woman who the nurse assisted gradually consumed breakfast.,10,standard_object_b,302,ctr_00301,ctr_00301.wav,The woman who the nurse helped slowly ate breakfast.
13,15,daily routine,singular,past,The youthful woman who the nurse assisted ate breakfast.,10,standard_object_c,303,ctr_00302,ctr_00302.wav,The young woman who the nurse helped ate breakfast.
13,16,daily routine,singular,past,The young woman who the nurse helped gradually ate breakfast.,11,standard_object_d,304,ctr_00303,ctr_00303.wav,The young woman who the nurse helped slowly ate breakfast.
13,17,daily routine,singular,past,The woman who made the smoothie that was in the blender ate breakfast.,14,nested_subject_a,305,ctr_00304,ctr_00304.wav,The woman who made the smoothie that was in the blender ate breakfast.
13,18,daily routine,singular,past,The woman who made the smoothie that was in the blender gradually ate breakfast.,15,nested_subject_b,306,ctr_00305,ctr_00305.wav,The woman who made the smoothie that was in the blender slowly ate breakfast.
13,19,daily routine,singular,past,The young female who prepared the smoothie that was in the blender consumed breakfast.,15,nested_subject_c,307,ctr_00306,ctr_00306.wav,The young woman who made the smoothie that was in the blender ate breakfast.
13,20,daily routine,singular,past,The youthful woman who prepared the smoothie that was in the blender slowly ate breakfast.,16,nested_subject_d,308,ctr_00307,ctr_00307.wav,The young woman who made the smoothie that was in the blender slowly ate breakfast.
14,1,daily routine,singular,present,The dad prepares breakfast.,4,baseline_a,313,ctr_00312,ctr_00312.wav,The father makes breakfast.
14,2,daily routine,singular,present,The father carefully makes breakfast for the kids.,5,baseline_b,314,ctr_00313,ctr_00313.wav,The father meticulously makes breakfast for the kids.
14,3,daily routine,singular,present,The occupied father prepares breakfast for the children.,5,baseline_c,315,ctr_00314,ctr_00314.wav,The busy father makes breakfast for the kids.
14,4,daily routine,singular,present,The occupied father thoroughly makes breakfast for the children.,6,baseline_d,316,ctr_00315,ctr_00315.wav,The busy father meticulously makes breakfast for the kids.
14,5,daily routine,singular,present,The father in his home prepares breakfast for the children.,7,control_a,317,ctr_00316,ctr_00316.wav,The father in his home makes breakfast for the kids.
14,6,daily routine,singular,present,The father in his house carefully makes breakfast for the children.,8,control_b,318,ctr_00317,ctr_00317.wav,The father in his home meticulously makes breakfast for the kids.
14,7,daily routine,singular,present,The occupied father in his home prepares breakfast for the kids.,8,control_c,319,ctr_00318,ctr_00318.wav,The busy father in his home makes breakfast for the kids.
14,8,daily routine,singular,present,The busy father in his home meticulously prepares breakfast for the kids.,9,control_d,320,ctr_00319,ctr_00319.wav,The busy father in his home meticulously makes breakfast for the kids.
14,9,daily routine,singular,present,The father who slept soundly makes breakfast for the kids.,7,standard_subject_a,321,ctr_00320,ctr_00320.wav,The father who slept well makes breakfast for the kids.
14,10,daily routine,singular,present,The father who slept well carefully prepares breakfast for the children.,8,standard_subject_b,322,ctr_00321,ctr_00321.wav,The father who slept well meticulously makes breakfast for the kids.
14,11,daily routine,singular,present,The busy father an who slept well makes breakfast for the kids.,8,standard_subject_c,323,ctr_00322,ctr_00322.wav,The busy father an who slept well makes breakfast for the kids.
14,12,daily routine,singular,present,The busy father who slept soundly meticulously makes breakfast for the kids.,9,standard_subject_d,324,ctr_00323,ctr_00323.wav,The busy father who slept well meticulously makes breakfast for the kids.
14,13,daily routine,singular,present,The father who his child woke makes breakfast for the kids.,8,standard_object_a,325,ctr_00324,ctr_00324.wav,The father who his child woke makes breakfast for the kids.
14,14,daily routine,singular,present,The father who his child woke meticulously makes breakfast for the kids.,9,standard_object_b,326,ctr_00325,ctr_00325.wav,The father who his child woke meticulously makes breakfast for the kids.
14,15,daily routine,singular,present,The busy father who his child woke makes breakfast for the kids.,9,standard_object_c,327,ctr_00326,ctr_00326.wav,The busy father who his child woke makes breakfast for the kids.
14,16,daily routine,singular,present,The busy father who his child awoke meticulously makes breakfast for the kids.,10,standard_object_d,328,ctr_00327,ctr_00327.wav,The busy father who his child woke meticulously makes breakfast for the kids.
14,17,daily routine,singular,present,The father who read the recipe that was new makes breakfast for the kids.,11,nested_subject_a,329,ctr_00328,ctr_00328.wav,The father who read the recipe that was new makes breakfast for the kids.
14,18,daily routine,singular,present,The father who perused the recipe that was new carefully makes breakfast for the children.,12,nested_subject_b,330,ctr_00329,ctr_00329.wav,The father who read the recipe that was new meticulously makes breakfast for the kids.
14,19,daily routine,singular,present,The busy father who perused the recipe that was novel makes breakfast for the kids.,12,nested_subject_c,331,ctr_00330,ctr_00330.wav,The busy father who read the recipe that was new makes breakfast for the kids.
14,20,daily routine,singular,present,The busy father who read the recipe that was new meticulously prepares breakfast for the children.,13,nested_subject_d,332,ctr_00331,ctr_00331.wav,The busy father who read the recipe that was new meticulously makes breakfast for the kids.
15,1,emotion,singular,present,The boy embraces the tender touch.,6,baseline_a,337,ctr_00336,ctr_00336.wav,The boy embraces the tender touch.
15,2,emotion,singular,present,The boy softly embraces the gentle touch.,7,baseline_b,338,ctr_00337,ctr_00337.wav,The boy gently embraces the tender touch.
15,3,emotion,singular,present,The empathetic boy embraces the gentle touch.,7,baseline_c,339,ctr_00338,ctr_00338.wav,The compassionate boy embraces the tender touch.
15,4,emotion,singular,present,The compassionate boy softly embraces the gentle touch.,8,baseline_d,340,ctr_00339,ctr_00339.wav,The compassionate boy gently embraces the tender touch.
15,5,emotion,singular,present,The boy in the quiet corner embraces the tender touch.,10,control_a,341,ctr_00340,ctr_00340.wav,The boy in the quiet corner embraces the tender touch.
15,6,emotion,singular,present,The boy in the calm corner gently hugs the tender touch.,11,control_b,342,ctr_00341,ctr_00341.wav,The boy in the quiet corner gently embraces the tender touch.
15,7,emotion,singular,present,The compassionate boy in the quiet corner embraces the tender touch.,11,control_c,343,ctr_00342,ctr_00342.wav,The compassionate boy in the quiet corner embraces the tender touch.
15,8,emotion,singular,present,The compassionate boy in the calm corner softly hugs the gentle touch.,12,control_d,344,ctr_00343,ctr_00343.wav,The compassionate boy in the quiet corner gently embraces the tender touch.
15,9,emotion,singular,present,The boy who cares about others embraces the tender touch.,10,standard_subject_a,345,ctr_00344,ctr_00344.wav,The boy who cares about others embraces the tender touch.
15,10,emotion,singular,present,The boy who cares about others gently embraces the tender touch.,11,standard_subject_b,346,ctr_00345,ctr_00345.wav,The boy who cares about others gently embraces the tender touch.
15,11,emotion,singular,present,The compassionate boy who cares about others embraces the tender touch.,11,standard_subject_c,347,ctr_00346,ctr_00346.wav,The compassionate boy who cares about others embraces the tender touch.
15,12,emotion,singular,present,The empathetic boy who cares about others softly hugs the gentle touch.,12,standard_subject_d,348,ctr_00347,ctr_00347.wav,The compassionate boy who cares about others gently embraces the tender touch.
15,13,emotion,singular,present,The boy who the girl rebuked embraces the tender touch.,10,standard_object_a,349,ctr_00348,ctr_00348.wav,The boy who the girl criticized embraces the tender touch.
15,14,emotion,singular,present,The boy who the girl criticized gently embraces the tender touch.,11,standard_object_b,350,ctr_00349,ctr_00349.wav,The boy who the girl criticized gently embraces the tender touch.
15,15,emotion,singular,present,The empathetic boy who the girl criticized embraces the tender touch.,11,standard_object_c,351,ctr_00350,ctr_00350.wav,The compassionate boy who the girl criticized embraces the tender touch.
15,16,emotion,singular,present,The empathetic boy who the girl criticized softly embraces the tender touch.,12,standard_object_d,352,ctr_00351,ctr_00351.wav,The compassionate boy who the girl criticized gently embraces the tender touch.
15,17,emotion,singular,present,The child who read the story that brought happiness hugs the tender contact.,13,nested_subject_a,353,ctr_00352,ctr_00352.wav,The boy who read the story that brought joy embraces the tender touch.
15,18,emotion,singular,present,The boy who perused the story that brought joy gently embraces the tender touch.,14,nested_subject_b,354,ctr_00353,ctr_00353.wav,The boy who read the story that brought joy gently embraces the tender touch.
15,19,emotion,singular,present,The compassionate boy who read the story that brought joy hugs the tender touch.,14,nested_subject_c,355,ctr_00354,ctr_00354.wav,The compassionate boy who read the story that brought joy embraces the tender touch.
15,20,emotion,singular,present,The compassionate boy who perused the story that brought joy gently embraces the tender touch.,15,nested_subject_d,356,ctr_00355,ctr_00355.wav,The compassionate boy who read the story that brought joy gently embraces the tender touch.
16,1,entertainment,plural,past,The actors performed the parts on stage.,7,baseline_a,361,ctr_00360,ctr_00360.wav,The actors played the roles on stage.
16,2,entertainment,plural,past,The performers expertly performed the roles on stage.,8,baseline_b,362,ctr_00361,ctr_00361.wav,The actors skillfully played the roles on stage.
16,3,entertainment,plural,past,The skilled performers played the roles on stage.,8,baseline_c,363,ctr_00362,ctr_00362.wav,The experienced actors played the roles on stage.
16,4,entertainment,plural,past,The skilled performers skillfully played the roles on stage.,9,baseline_d,364,ctr_00363,ctr_00363.wav,The experienced actors skillfully played the roles on stage.
16,5,entertainment,plural,past,The performers in the playhouse performed the parts on stage.,10,control_a,365,ctr_00364,ctr_00364.wav,The actors in the theater played the roles on stage.
16,6,entertainment,plural,past,The actors in the playhouse skillfully performed the roles on stage.,11,control_b,366,ctr_00365,ctr_00365.wav,The actors in the theater skillfully played the roles on stage.
16,7,entertainment,plural,past,The experienced performers in the drama performed the parts on stage.,11,control_c,367,ctr_00366,ctr_00366.wav,The experienced actors in the theater played the roles on stage.
16,8,entertainment,plural,past,The skilled performers in the theater expertly performed the parts on stage.,12,control_d,368,ctr_00367,ctr_00367.wav,The experienced actors in the theater skillfully played the roles on stage.
16,9,entertainment,plural,past,The performers who rehearsed their lines played the parts on stage.,11,standard_subject_a,369,ctr_00368,ctr_00368.wav,The actors who studied their lines played the roles on stage.
16,10,entertainment,plural,past,The performers who practiced their lines skillfully played the parts on stage.,12,standard_subject_b,370,ctr_00369,ctr_00369.wav,The actors who studied their lines skillfully played the roles on stage.
16,11,entertainment,plural,past,The skilled actors who rehearsed their lines played the roles on stage.,12,standard_subject_c,371,ctr_00370,ctr_00370.wav,The experienced actors who studied their lines played the roles on stage.
16,12,entertainment,plural,past,The skilled actors who studied their lines skillfully performed the parts on stage.,13,standard_subject_d,372,ctr_00371,ctr_00371.wav,The experienced actors who studied their lines skillfully played the roles on stage.
16,13,entertainment,plural,past,The actors who the directors coached played the roles on stage.,11,standard_object_a,373,ctr_00372,ctr_00372.wav,The actors who the directors trained played the roles on stage.
16,14,entertainment,plural,past,The performers who the filmmakers coached skillfully performed the parts on stage.,12,standard_object_b,374,ctr_00373,ctr_00373.wav,The actors who the directors trained skillfully played the roles on stage.
16,15,entertainment,plural,past,The experienced actors who the directors trained performed the parts on stage.,12,standard_object_c,375,ctr_00374,ctr_00374.wav,The experienced actors who the directors trained played the roles on stage.
16,16,entertainment,plural,past,The experienced actors who the directors trained skillfully played the parts on stage.,13,standard_object_d,376,ctr_00375,ctr_00375.wav,The experienced actors who the directors trained skillfully played the roles on stage.
16,17,entertainment,plural,past,The performers who mastered the scenes that had intricate dialogue played the roles on stage.,15,nested_subject_a,377,ctr_00376,ctr_00376.wav,The actors who mastered the scenes that had complex dialogue played the roles on stage.
16,18,entertainment,plural,past,The performers who conquered the scenes that had intricate dialogue skillfully performed the roles on stage.,16,nested_subject_b,378,ctr_00377,ctr_00377.wav,The actors who mastered the scenes that had complex dialogue skillfully played the roles on stage.
16,19,entertainment,plural,past,The experienced actors who conquered the scenes that had complex dialogue performed the parts on stage.,16,nested_subject_c,379,ctr_00378,ctr_00378.wav,The experienced actors who mastered the scenes that had complex dialogue played the roles on stage.
16,20,entertainment,plural,past,The experienced performers who mastered the scenes that had intricate dialogue expertly performed the parts on stage.,17,nested_subject_d,380,ctr_00379,ctr_00379.wav,The experienced actors who mastered the scenes that had complex dialogue skillfully played the roles on stage.
17,15,entertainment,plural,present,People view films.,3,baseline_a,385,ctr_00384,ctr_00384.wav,People watch movies.
17,16,entertainment,plural,present,Individuals cautiously view films.,4,baseline_b,386,ctr_00385,ctr_00385.wav,People carefully watch movies.
17,17,entertainment,plural,present,Youthful individuals watch films.,4,baseline_c,387,ctr_00386,ctr_00386.wav,Young people watch movies.
17,18,entertainment,plural,present,Young people cautiously view films.,5,baseline_d,388,ctr_00387,ctr_00387.wav,Young people carefully watch movies.
17,19,entertainment,plural,present,Individuals at the theater watch movies.,6,control_a,389,ctr_00388,ctr_00388.wav,People at the theater watch movies.
17,20,entertainment,plural,present,Individuals at the cinema cautiously view films.,7,control_b,390,ctr_00389,ctr_00389.wav,People at the theater carefully watch movies.
17,21,entertainment,plural,present,Youthful people at the cinema watch movies.,7,control_c,391,ctr_00390,ctr_00390.wav,Young people at the theater watch movies.
17,22,entertainment,plural,present,Young people at the cinema cautiously view movies.,8,control_d,392,ctr_00391,ctr_00391.wav,Young people at the theater carefully watch movies.
17,23,entertainment,plural,present,Individuals who adore Hollywood view movies.,6,standard_subject_a,393,ctr_00392,ctr_00392.wav,People who love Hollywood watch movies.
17,24,entertainment,plural,present,People who adore Hollywood carefully view movies.,7,standard_subject_b,394,ctr_00393,ctr_00393.wav,People who love Hollywood carefully watch movies.
17,25,entertainment,plural,present,Youthful individuals who adore Hollywood watch movies.,7,standard_subject_c,395,ctr_00394,ctr_00394.wav,Young people who love Hollywood watch movies.
17,26,entertainment,plural,present,Youthful individuals who adore Hollywood cautiously watch films.,8,standard_subject_d,396,ctr_00395,ctr_00395.wav,Young people who love Hollywood carefully watch movies.
17,27,entertainment,plural,present,Individuals who the critics detest view films.,7,standard_object_a,397,ctr_00396,ctr_00396.wav,People who the critics hate watch movies.
17,28,entertainment,plural,present,Individuals who the reviewers hate cautiously watch movies.,8,standard_object_b,398,ctr_00397,ctr_00397.wav,People who the critics hate carefully watch movies.
17,29,entertainment,plural,present,Young people who the critics hate watch films.,8,standard_object_c,399,ctr_00398,ctr_00398.wav,Young people who the critics hate watch movies.
17,30,entertainment,plural,present,Youthful people who the reviewers despise cautiously view films.,9,standard_object_d,400,ctr_00399,ctr_00399.wav,Young people who the critics hate carefully watch movies.
17,31,entertainment,plural,present,People who saw the posters that were humorous view movies.,10,nested_subject_a,401,ctr_00400,ctr_00400.wav,People who saw the posters that were funny watch movies.
17,32,entertainment,plural,present,People who saw the posters that were humorous carefully watch movies.,11,nested_subject_b,402,ctr_00401,ctr_00401.wav,People who saw the posters that were funny carefully watch movies.
17,33,entertainment,plural,present,Youthful individuals who viewed the posters that were humorous watch films.,11,nested_subject_c,403,ctr_00402,ctr_00402.wav,Young people who saw the posters that were funny watch movies.
17,34,entertainment,plural,present,Young individuals who saw the posters that were humorous cautiously view movies.,12,nested_subject_d,404,ctr_00403,ctr_00403.wav,Young people who saw the posters that were funny carefully watch movies.
18,1,entertainment,singular,present,The kid plays a board game.,6,baseline_a,409,ctr_00408,ctr_00408.wav,The kid plays a board game.
18,2,entertainment,singular,present,The kid awkwardly plays a board game.,7,baseline_b,410,ctr_00409,ctr_00409.wav,The kid clumsily plays a board game.
18,3,entertainment,singular,present,The smart kid plays a board game.,7,baseline_c,411,ctr_00410,ctr_00410.wav,The smart kid plays a board game.
18,4,entertainment,singular,present,The smart kid clumsily plays a board game.,8,baseline_d,412,ctr_00411,ctr_00411.wav,The smart kid clumsily plays a board game.
18,5,entertainment,singular,present,The child in the hallway plays a board game.,9,control_a,413,ctr_00412,ctr_00412.wav,The kid in the hallway plays a board game.
18,6,entertainment,singular,present,The kid in the hallway awkwardly plays a board game.,10,control_b,414,ctr_00413,ctr_00413.wav,The kid in the hallway clumsily plays a board game.
18,7,entertainment,singular,present,The smart kid in the hallway plays a board game.,10,control_c,415,ctr_00414,ctr_00414.wav,The smart kid in the hallway plays a board game.
18,8,entertainment,singular,present,The intelligent kid in the hallway clumsily executes a board game.,11,control_d,416,ctr_00415,ctr_00415.wav,The smart kid in the hallway clumsily plays a board game.
18,9,entertainment,singular,present,The kid who enjoys puzzles plays a board game.,9,standard_subject_a,417,ctr_00416,ctr_00416.wav,The kid who likes puzzles plays a board game.
18,10,entertainment,singular,present,The kid who likes puzzles awkwardly plays a table game.,10,standard_subject_b,418,ctr_00417,ctr_00417.wav,The kid who likes puzzles clumsily plays a board game.
18,11,entertainment,singular,present,The intelligent child who enjoys puzzles plays a board game.,10,standard_subject_c,419,ctr_00418,ctr_00418.wav,The smart kid who likes puzzles plays a board game.
18,12,entertainment,singular,present,The smart kid who enjoys puzzles awkwardly plays a table game.,11,standard_subject_d,420,ctr_00419,ctr_00419.wav,The smart kid who likes puzzles clumsily plays a board game.
18,13,entertainment,singular,present,The child who the coach coached plays a board match.,10,standard_object_a,421,ctr_00420,ctr_00420.wav,The kid who the coach trained plays a board game.
18,14,entertainment,singular,present,The child who the coach trained clumsily plays a board game.,11,standard_object_b,422,ctr_00421,ctr_00421.wav,The kid who the coach trained clumsily plays a board game.
18,15,entertainment,singular,present,The smart kid who the coach trained plays a board game.,11,standard_object_c,423,ctr_00422,ctr_00422.wav,The smart kid who the coach trained plays a board game.
18,16,entertainment,singular,present,The smart kid who the coach coached clumsily plays a board game.,12,standard_object_d,424,ctr_00423,ctr_00423.wav,The smart kid who the coach trained clumsily plays a board game.
18,17,entertainment,singular,present,The kid who viewed the cartoon that was on the TV plays a board game.,15,nested_subject_a,425,ctr_00424,ctr_00424.wav,The kid who watched the cartoon that was on the TV plays a board game.
18,18,entertainment,singular,present,The kid who watched the cartoon that was on the TV awkwardly performs a board game.,16,nested_subject_b,426,ctr_00425,ctr_00425.wav,The kid who watched the cartoon that was on the TV clumsily plays a board game.
18,19,entertainment,singular,present,The smart kid who watched the cartoon that was on the TV plays a board game.,16,nested_subject_c,427,ctr_00426,ctr_00426.wav,The smart kid who watched the cartoon that was on the TV plays a board game.
18,20,entertainment,singular,present,The smart kid who watched the cartoon that was on the TV clumsily plays a board game.,17,nested_subject_d,428,ctr_00427,ctr_00427.wav,The smart kid who watched the cartoon that was on the TV clumsily plays a board game.
19,1,food,plural,past,The cooks cooked the fresh vegetables.,5,baseline_a,433,ctr_00432,ctr_00432.wav,The chefs cooked the fresh vegetables.
19,2,food,plural,past,The cooks completely cooked the new vegetables.,6,baseline_b,434,ctr_00433,ctr_00433.wav,The chefs thoroughly cooked the fresh vegetables.
19,3,food,plural,past,The skilled cooks prepared the new vegetables.,6,baseline_c,435,ctr_00434,ctr_00434.wav,The experienced chefs cooked the fresh vegetables.
19,4,food,plural,past,The skilled cooks thoroughly cooked the fresh vegetables.,7,baseline_d,436,ctr_00435,ctr_00435.wav,The experienced chefs thoroughly cooked the fresh vegetables.
19,5,food,plural,past,The cooks in the kitchens prepared the new vegetables.,7,control_a,437,ctr_00436,ctr_00436.wav,The chefs in the kitchens cooked the fresh vegetables.
19,6,food,plural,past,The cooks in the kitchens thoroughly prepared the new vegetables.,8,control_b,438,ctr_00437,ctr_00437.wav,The chefs in the kitchens thoroughly cooked the fresh vegetables.
19,7,food,plural,past,The skilled chefs in the kitchens cooked the fresh vegetables.,8,control_c,439,ctr_00438,ctr_00438.wav,The experienced chefs in the kitchens cooked the fresh vegetables.
19,8,food,plural,past,The experienced cooks in the kitchens thoroughly cooked the fresh vegetables.,9,control_d,440,ctr_00439,ctr_00439.wav,The experienced chefs in the kitchens thoroughly cooked the fresh vegetables.
19,9,food,plural,past,The chefs who visited schools cooked the new vegetables.,8,standard_subject_a,441,ctr_00440,ctr_00440.wav,The chefs who attended schools cooked the fresh vegetables.
19,10,food,plural,past,The chefs who attended institutions thoroughly prepared the fresh vegetables.,9,standard_subject_b,442,ctr_00441,ctr_00441.wav,The chefs who attended schools thoroughly cooked the fresh vegetables.
19,11,food,plural,past,The skilled chefs who visited schools cooked the fresh vegetables.,9,standard_subject_c,443,ctr_00442,ctr_00442.wav,The experienced chefs who attended schools cooked the fresh vegetables.
19,12,food,plural,past,The skilled chefs who attended schools completely cooked the fresh vegetables.,10,standard_subject_d,444,ctr_00443,ctr_00443.wav,The experienced chefs who attended schools thoroughly cooked the fresh vegetables.
19,13,food,plural,past,The chefs who the kitchen assistant esteemed cooked the new produce.,9,standard_object_a,445,ctr_00444,ctr_00444.wav,The chefs who the kitchen assistant admired cooked the fresh vegetables.
19,14,food,plural,past,The chefs who the kitchen assistant admired thoroughly prepared the fresh produce.,10,standard_object_b,446,ctr_00445,ctr_00445.wav,The chefs who the kitchen assistant admired thoroughly cooked the fresh vegetables.
19,15,food,plural,past,The skilled cooks who the kitchen assistant esteemed cooked the new vegetables.,10,standard_object_c,447,ctr_00446,ctr_00446.wav,The experienced chefs who the kitchen assistant admired cooked the fresh vegetables.
19,16,food,plural,past,The skilled chefs who the kitchen assistant admired thoroughly prepared the fresh produce.,11,standard_object_d,448,ctr_00447,ctr_00447.wav,The experienced chefs who the kitchen assistant admired thoroughly cooked the fresh vegetables.
19,17,food,plural,past,The cooks who elaborated the recipes that are unique cooked the raw vegetables.,12,nested_subject_a,449,ctr_00448,ctr_00448.wav,The chefs who elaborated the recipes that are unique cooked the fresh vegetables.
19,18,food,plural,past,The cooks who elaborated the dishes that are distinct completely cooked the fresh vegetables.,13,nested_subject_b,450,ctr_00449,ctr_00449.wav,The chefs who elaborated the recipes that are unique thoroughly cooked the fresh vegetables.
19,19,food,plural,past,The skilled cooks who expanded the recipes that are distinct cooked the fresh vegetables.,13,nested_subject_c,451,ctr_00450,ctr_00450.wav,The experienced chefs who elaborated the recipes that are unique cooked the fresh vegetables.
19,20,food,plural,past,The experienced cooks who expanded the recipes that are distinct completely prepared the new produce.,14,nested_subject_d,452,ctr_00451,ctr_00451.wav,The experienced chefs who elaborated the recipes that are unique thoroughly cooked the fresh vegetables.
20,1,food,plural,present,The cooks prepare the salads.,5,baseline_a,457,ctr_00456,ctr_00456.wav,The chefs prepare the salads.
20,2,food,plural,present,The chefs rapidly prepare the salads.,6,baseline_b,458,ctr_00457,ctr_00457.wav,The chefs quickly prepare the salads.
20,3,food,plural,present,The skilled cooks make the salads.,6,baseline_c,459,ctr_00458,ctr_00458.wav,The skilled chefs prepare the salads.
20,4,food,plural,present,The expert cooks quickly prepare the salads.,7,baseline_d,460,ctr_00459,ctr_00459.wav,The skilled chefs quickly prepare the salads.
20,5,food,plural,present,The cooks in the kitchen prepare the salads.,8,control_a,461,ctr_00460,ctr_00460.wav,The chefs in the kitchen prepare the salads.
20,6,food,plural,present,The cooks in the kitchen quickly make the salads.,9,control_b,462,ctr_00461,ctr_00461.wav,The chefs in the kitchen quickly prepare the salads.
20,7,food,plural,present,The skilled cooks in the kitchen prepare the salads.,9,control_c,463,ctr_00462,ctr_00462.wav,The skilled chefs in the kitchen prepare the salads.
20,8,food,plural,present,The expert cooks in the kitchen rapidly make the salads.,10,control_d,464,ctr_00463,ctr_00463.wav,The skilled chefs in the kitchen quickly prepare the salads.
20,9,food,plural,present,The chefs who cook all day prepare the salads.,9,standard_subject_a,465,ctr_00464,ctr_00464.wav,The chefs who cook all day prepare the salads.
20,10,food,plural,present,The chefs who cook all day rapidly make the salads.,10,standard_subject_b,466,ctr_00465,ctr_00465.wav,The chefs who cook all day quickly prepare the salads.
20,11,food,plural,present,The expert chefs who cook all day make the salads.,10,standard_subject_c,467,ctr_00466,ctr_00466.wav,The skilled chefs who cook all day prepare the salads.
20,12,food,plural,present,The skilled chefs who cook all day quickly prepare the salads.,11,standard_subject_d,468,ctr_00467,ctr_00467.wav,The skilled chefs who cook all day quickly prepare the salads.
20,13,food,plural,present,The chefs who the managers oversee prepare the salads.,9,standard_object_a,469,ctr_00468,ctr_00468.wav,The chefs who the managers supervise prepare the salads.
20,14,food,plural,present,The cooks who the managers supervise quickly make the salads.,10,standard_object_b,470,ctr_00469,ctr_00469.wav,The chefs who the managers supervise quickly prepare the salads.
20,15,food,plural,present,The skilled cooks who the managers oversee make the salads.,10,standard_object_c,471,ctr_00470,ctr_00470.wav,The skilled chefs who the managers supervise prepare the salads.
20,16,food,plural,present,The skilled chefs who the managers oversee quickly make the salads.,11,standard_object_d,472,ctr_00471,ctr_00471.wav,The skilled chefs who the managers supervise quickly prepare the salads.
20,17,food,plural,present,The cooks who make the meals that meet the criteria prepare the salads.,13,nested_subject_a,473,ctr_00472,ctr_00472.wav,The chefs who prepare the meals that meet the standards prepare the salads.
20,18,food,plural,present,The chefs who prepare the meals that meet the standards quickly make the salads.,14,nested_subject_b,474,ctr_00473,ctr_00473.wav,The chefs who prepare the meals that meet the standards quickly prepare the salads.
20,19,food,plural,present,The expert chefs who prepare the dishes that meet the criteria prepare the salads.,14,nested_subject_c,475,ctr_00474,ctr_00474.wav,The skilled chefs who prepare the meals that meet the standards prepare the salads.
20,20,food,plural,present,The skilled chefs who prepare the meals that meet the criteria rapidly make the salads.,15,nested_subject_d,476,ctr_00475,ctr_00475.wav,The skilled chefs who prepare the meals that meet the standards quickly prepare the salads.
21,1,food,singular,past,The bookseller consumed the produce.,5,baseline_a,481,ctr_00480,ctr_00480.wav,The bookseller ate the fruit.
21,2,food,singular,past,The vendor partially consumed the produce.,6,baseline_b,482,ctr_00481,ctr_00481.wav,The bookseller partially ate the fruit.
21,3,food,singular,past,The starving vendor ate the produce.,6,baseline_c,483,ctr_00482,ctr_00482.wav,The hungry bookseller ate the fruit.
21,4,food,singular,past,The hungry bookseller partially ate the fruit.,7,baseline_d,484,ctr_00483,ctr_00483.wav,The hungry bookseller partially ate the fruit.
21,5,food,singular,past,The bookseller at the mall consumed the fruit.,7,control_a,485,ctr_00484,ctr_00484.wav,The bookseller at the mall ate the fruit.
21,6,food,singular,past,The vendor at the mall somewhat consumed the produce.,8,control_b,486,ctr_00485,ctr_00485.wav,The bookseller at the mall partially ate the fruit.
21,7,food,singular,past,The starving bookseller at the mall ate the fruit.,8,control_c,487,ctr_00486,ctr_00486.wav,The hungry bookseller at the mall ate the fruit.
