numerosity,dataset,structure,theme,sentence,audio_filename,tense,num_words,sentence_id
singular,naturalistic,dependent,work,The job offer that I received was exciting,nat_12235.wav,past,8,nat_12235
plural,naturalistic,independent,humanity,The customers will not buy the product if it's not on sale now,nat_14012.wav,future,13,nat_14012
singular,naturalistic,simple,work,My sister had attended that university before,nat_18643.wav,past,7,nat_18643
singular,naturalistic,dependent,relationship,I have a sibling who goes to college,nat_03778.wav,present,8,nat_03778
singular,naturalistic,simple,work,The teacher will not give extra homework tonight,nat_08816.wav,future,8,nat_08816
plural,naturalistic,preposition,science,Had the teachers of computer science graded the assignments yet?,nat_04073.wav,past,10,nat_04073
singular,naturalistic,preposition,housing,My living room does not have a coffee table,nat_15339.wav,present,9,nat_15339
plural,naturalistic,independent,emotion,Did the children not miss their parents when they were away?,nat_03529.wav,past,11,nat_03529
singular,naturalistic,preposition,transport,The traffic on this highway is moving slowly today,nat_16431.wav,present,9,nat_16431
singular,naturalistic,preposition,housing,The window on the left is not open,nat_16345.wav,present,8,nat_16345
singular,naturalistic,dependent,housing,She will not be able to move the heavy table,nat_04596.wav,future,10,nat_04596
singular,naturalistic,preposition,emotion,Hadn't the driver on the road been feeling tired before?,nat_17341.wav,past,10,nat_17341
plural,naturalistic,independent,basic,The flowers are blooming yet the trees are still bare,nat_11354.wav,present,10,nat_11354
singular,naturalistic,independent,food,The baby had been eating solid food for months,nat_02386.wav,past,9,nat_02386
singular,naturalistic,simple,humanity,The king ruled his kingdom with kindness,nat_04373.wav,past,7,nat_04373
singular,naturalistic,preposition,basic,Do you live in the house across the street?,nat_10856.wav,present,9,nat_10856
singular,naturalistic,preposition,science,The student will solve the math problem easily tonight,nat_07048.wav,future,9,nat_07048
singular,naturalistic,independent,relationship,She doesn't love her brother because he is mean,nat_12036.wav,present,9,nat_12036
singular,naturalistic,simple,work,Am I doing well in this class?,nat_19502.wav,present,7,nat_19502
singular,naturalistic,simple,health,Isn't the new diet going to be hard to follow?,nat_11775.wav,future,10,nat_11775
plural,naturalistic,preposition,housing,Are the repairs on the houses across the street finished?,nat_10124.wav,future,10,nat_10124
plural,naturalistic,independent,work,Did the managers not care about the employees' well-being?,nat_11292.wav,past,9,nat_11292
plural,naturalistic,simple,emotion,They didn't enjoy the long car ride,nat_16803.wav,past,7,nat_16803
singular,naturalistic,simple,weather,He had to shovel snow all morning,nat_06438.wav,past,7,nat_06438
singular,naturalistic,dependent,weather,Will the frost damage the crops next week?,nat_10525.wav,future,8,nat_10525
singular,naturalistic,dependent,work,My sister was not happy with her exam results,nat_10731.wav,past,9,nat_10731
singular,naturalistic,independent,emotion,The boy will be surprised yet happy with his birthday gift,nat_10282.wav,future,11,nat_10282
singular,naturalistic,preposition,work,Does the boy on your right know the schedule?,nat_09923.wav,future,9,nat_09923
singular,naturalistic,dependent,transport,Does the train that I take not stop here anymore?,nat_19656.wav,present,10,nat_19656
plural,naturalistic,dependent,basic,Were the books that they read not interesting to them?,nat_14736.wav,past,10,nat_14736
singular,naturalistic,dependent,science,Is the coding language that he is learning not useful?,nat_18653.wav,present,10,nat_18653
plural,naturalistic,simple,sport,Will they be competing in the championship next year?,nat_14471.wav,future,9,nat_14471
plural,naturalistic,preposition,nature,The animals of the forest will be free,nat_07628.wav,future,8,nat_07628
singular,naturalistic,independent,transport,I will not take a taxi when I arrive at night,nat_01337.wav,future,11,nat_01337
plural,naturalistic,independent,health,More men will talk about their feelings when they feel safe,nat_07513.wav,future,11,nat_07513
singular,naturalistic,simple,shopping,Will the store not have a sale tomorrow?,nat_19305.wav,future,8,nat_19305
plural,naturalistic,dependent,transport,Do the tourists who travel to islands have travel insurance?,nat_02621.wav,present,10,nat_02621
plural,naturalistic,independent,emotion,Are those kids not excited but bored instead?,nat_10163.wav,present,8,nat_10163
singular,naturalistic,dependent,food,Is the recipe that I found easy?,nat_19832.wav,present,7,nat_19832
singular,naturalistic,simple,humanity,The student will not pass the history exam,nat_15882.wav,future,8,nat_15882
plural,naturalistic,simple,work,Do universities offer free accommodation now?,nat_07625.wav,present,6,nat_07625
plural,naturalistic,dependent,basic,The kids who played outside were very noisy yesterday,nat_16112.wav,past,9,nat_16112
plural,naturalistic,dependent,food,They had been drinking smoothies every morning for years,nat_08247.wav,past,9,nat_08247
singular,naturalistic,simple,health,Hadn't they told him to avoid stress?,nat_10980.wav,past,7,nat_10980
singular,naturalistic,independent,health,He will have recovered from his injury by next year,nat_12956.wav,future,10,nat_12956
plural,naturalistic,dependent,nature,The birds singing in the trees are not very loud,nat_18558.wav,present,10,nat_18558
singular,naturalistic,dependent,weather,Doesn't she think it will rain today?,nat_01027.wav,present,7,nat_01027
singular,naturalistic,dependent,relationship,My mom will have cooked dinner by the time I arrive,nat_06198.wav,future,11,nat_06198
singular,naturalistic,simple,nature,Does the river flow into the sea?,nat_16249.wav,present,7,nat_16249
plural,naturalistic,preposition,health,Did the adults with diabetes have to take insulin shots daily?,nat_12741.wav,past,11,nat_12741
singular,naturalistic,simple,food,The man will buy some fresh vegetables,nat_00803.wav,future,7,nat_00803
plural,naturalistic,simple,emotion,The actors will not be nervous on stage tonight,nat_14942.wav,future,9,nat_14942
singular,naturalistic,simple,transport,The driver was not paying attention,nat_00139.wav,past,6,nat_00139
singular,naturalistic,dependent,housing,I will not be able to afford the new sofa,nat_19604.wav,future,10,nat_19604
singular,naturalistic,simple,emotion,The couple wasn't getting along well,nat_04832.wav,past,6,nat_04832
singular,naturalistic,dependent,housing,The carpet that they installed was very soft,nat_17742.wav,past,8,nat_17742
plural,naturalistic,dependent,shopping,Can the customers who buy a lot get free gifts?,nat_12210.wav,present,10,nat_12210
singular,naturalistic,independent,art,The musician will not practice but will play games,nat_08637.wav,future,9,nat_08637
singular,naturalistic,dependent,nature,The flower that I picked was a wild and rare one,nat_06659.wav,past,11,nat_06659
singular,naturalistic,dependent,basic,The man who called me was not my brother,nat_03525.wav,past,9,nat_03525
plural,naturalistic,simple,shopping,The retailers will make big profits soon,nat_15645.wav,future,7,nat_15645
plural,naturalistic,dependent,food,The fruits that are not ripe will not be eaten,nat_02754.wav,future,10,nat_02754
singular,naturalistic,preposition,housing,Is the kitchen table made of wood?,nat_03922.wav,present,7,nat_03922
singular,naturalistic,dependent,nature,The path that leads to the waterfall is very narrow,nat_12885.wav,present,10,nat_12885
plural,naturalistic,independent,weather,The flowers bloom because the soil is rich there,nat_13509.wav,present,9,nat_13509
singular,naturalistic,preposition,art,Was the music from the piano not played by a child?,nat_11522.wav,past,11,nat_11522
singular,naturalistic,dependent,housing,Can you see the mess that the kids have made?,nat_02034.wav,present,10,nat_02034
plural,naturalistic,simple,transport,They are not buying new bikes,nat_08139.wav,present,6,nat_08139
plural,naturalistic,preposition,nature,Many animals lived in the forest near our village,nat_10440.wav,past,9,nat_10440
plural,naturalistic,independent,food,Many people will try new diets but few will succeed,nat_12004.wav,future,10,nat_12004
plural,naturalistic,preposition,basic,Will the players be practicing on the field?,nat_08626.wav,future,8,nat_08626
plural,naturalistic,independent,nature,Did the birds fly south because the weather was cold?,nat_09086.wav,past,10,nat_09086
plural,naturalistic,simple,weather,Didn't the forecasters predict no rain?,nat_13151.wav,past,6,nat_13151
singular,naturalistic,dependent,relationship,Did the woman who gave birth to you go to college?,nat_17709.wav,past,11,nat_17709
plural,naturalistic,preposition,nature,Will animals living in caves be affected by climate change?,nat_16374.wav,future,10,nat_16374
plural,naturalistic,dependent,health,The parents who prioritize self-care are happier people,nat_03277.wav,present,8,nat_03277
singular,naturalistic,independent,work,The new employee will learn quickly but still make some mistakes,nat_03143.wav,future,11,nat_03143
plural,naturalistic,dependent,housing,Don't the workers know how to use the new tools?,nat_01493.wav,present,10,nat_01493
singular,naturalistic,simple,weather,It was not a sunny day yesterday,nat_15970.wav,past,7,nat_15970
plural,naturalistic,simple,transport,The highways were under construction last summer,nat_13991.wav,past,7,nat_13991
singular,naturalistic,dependent,science,The tablet that my mom uses will need a new charger,nat_02448.wav,future,11,nat_02448
singular,naturalistic,dependent,nature,Will the cat that I will adopt like to play outside?,nat_03579.wav,future,11,nat_03579
singular,naturalistic,simple,weather,Doesn't it snow in winter here?,nat_14738.wav,present,6,nat_14738
plural,naturalistic,dependent,weather,Did the storms that hit the coast not cause damage?,nat_06315.wav,past,10,nat_06315
singular,naturalistic,preposition,shopping,The product will not be available in stores soon,nat_09222.wav,future,9,nat_09222
singular,naturalistic,dependent,housing,Didn't the repairman fix the leaky faucet last week?,nat_08470.wav,past,9,nat_08470
singular,naturalistic,preposition,transport,Did she not drive her car to the beach?,nat_14133.wav,past,9,nat_14133
singular,naturalistic,preposition,shopping,The cashier will give you a receipt after payment,nat_06029.wav,future,9,nat_06029
singular,naturalistic,preposition,transport,Was the traffic on the highway very bad?,nat_12601.wav,past,8,nat_12601
singular,naturalistic,simple,relationship,Had your sister eaten all her dinner?,nat_03843.wav,past,7,nat_03843
plural,naturalistic,dependent,nature,Had the bees that buzzed around the flowers made honey?,nat_03668.wav,past,10,nat_03668
plural,naturalistic,dependent,relationship,Don't the kids think their parents won't understand?,nat_15535.wav,future,8,nat_15535
singular,naturalistic,simple,shopping,The employee did not know the price,nat_14667.wav,past,7,nat_14667
plural,naturalistic,simple,nature,Were the rivers never full of fish?,nat_18798.wav,past,7,nat_18798
plural,naturalistic,simple,humanity,The students will learn about different world religions,nat_18695.wav,future,8,nat_18695
singular,naturalistic,preposition,relationship,Does she not get along with her brother?,nat_09564.wav,present,8,nat_09564
singular,naturalistic,simple,health,The treatment will cure the infection quickly,nat_17700.wav,future,7,nat_17700
plural,naturalistic,independent,science,The students didn't understand the math problem but the teacher did,nat_14307.wav,past,11,nat_14307
plural,naturalistic,preposition,relationship,Friends of my brother are not coming over,nat_11794.wav,present,8,nat_11794
singular,naturalistic,dependent,art,She makes jewelry that is truly unique,nat_07270.wav,present,7,nat_07270
singular,naturalistic,simple,nature,The animal is very hungry now,nat_01606.wav,present,6,nat_01606
singular,naturalistic,independent,humanity,The sociologist studies human behavior and how it affects society,nat_07261.wav,present,10,nat_07261
plural,naturalistic,preposition,science,The computers in our lab are very fast machines,nat_17617.wav,present,9,nat_17617
plural,naturalistic,independent,health,The obese individuals had been dieting for months but saw no results,nat_00980.wav,past,12,nat_00980
singular,naturalistic,dependent,emotion,The woman who is sad is not smiling,nat_05034.wav,present,8,nat_05034
plural,naturalistic,independent,weather,We went hiking when the weather was cooler yesterday,nat_13309.wav,past,9,nat_13309
plural,naturalistic,simple,food,Do those smoothies contain real yogurt?,nat_06245.wav,present,6,nat_06245
singular,naturalistic,independent,work,I am not learning anything new at my job,nat_16770.wav,present,9,nat_16770
singular,naturalistic,simple,art,Did she write poetry in her free time?,nat_06667.wav,past,8,nat_06667
singular,naturalistic,preposition,basic,The flowers in the garden will not bloom,nat_15888.wav,future,8,nat_15888
singular,naturalistic,dependent,nature,Is the flower that blooms every year very beautiful?,nat_10934.wav,present,9,nat_10934
plural,naturalistic,dependent,emotion,The people who live there will never feel safe again,nat_07975.wav,future,10,nat_07975
plural,naturalistic,preposition,basic,The guests had not arrived yet,nat_08332.wav,past,6,nat_08332
plural,naturalistic,dependent,science,Were the materials that they used very expensive?,nat_09962.wav,past,8,nat_09962
singular,naturalistic,preposition,work,She is not studying for her exam tonight,nat_06202.wav,present,8,nat_06202
singular,naturalistic,preposition,weather,Does it not get dark early in autumn?,nat_05657.wav,present,8,nat_05657
plural,naturalistic,preposition,shopping,People next to the counter are waiting for their turn patiently,nat_18082.wav,present,11,nat_18082
plural,naturalistic,independent,emotion,Were the players feeling happy because they won the game?,nat_08523.wav,past,10,nat_08523
plural,naturalistic,preposition,weather,Did the cold winds from the north bring snow yesterday?,nat_01534.wav,past,10,nat_01534
singular,naturalistic,preposition,housing,She was not good at cleaning the house,nat_00424.wav,past,8,nat_00424
singular,naturalistic,simple,food,Will the cake be ready by tonight?,nat_15529.wav,future,7,nat_15529
plural,naturalistic,simple,science,Are electric vehicles not popular in many countries?,nat_05394.wav,present,8,nat_05394
plural,naturalistic,simple,relationship,The kids had eaten all the cookies before bedtime,nat_15005.wav,past,9,nat_15005
plural,naturalistic,preposition,relationship,The people in front of us are not married,nat_08483.wav,present,9,nat_08483
singular,naturalistic,simple,art,Had he been playing the guitar since childhood?,nat_12650.wav,past,8,nat_12650
singular,naturalistic,dependent,art,The singer will not perform at the festival next year,nat_09598.wav,future,10,nat_09598
plural,naturalistic,preposition,housing,Did the cleaners vacuum all the carpets in the bedrooms?,nat_19026.wav,past,10,nat_19026
plural,naturalistic,simple,shopping,They have a wide range of products available,nat_10604.wav,present,8,nat_10604
plural,naturalistic,dependent,transport,We will not be using our own vehicles,nat_01962.wav,future,8,nat_01962
plural,naturalistic,preposition,science,The apps on our phones will be updating automatically tonight,nat_09773.wav,future,10,nat_09773
singular,naturalistic,dependent,art,Can the musician playing the guitar hear herself sing?,nat_19445.wav,present,9,nat_19445
singular,naturalistic,simple,emotion,She doesn't enjoy the party,nat_13556.wav,present,5,nat_13556
singular,naturalistic,simple,emotion,Doesn't she think he will be frustrated?,nat_02145.wav,future,7,nat_02145
plural,naturalistic,dependent,transport,Buses that travel downtown are always very crowded,nat_16030.wav,present,8,nat_16030
singular,naturalistic,dependent,nature,Can a plant that needs water grow in dry land?,nat_00878.wav,present,10,nat_00878
singular,naturalistic,independent,transport,He didn't go on vacation due to bad weather,nat_16590.wav,past,9,nat_16590
singular,naturalistic,dependent,relationship,I was not close to my grandparents when I was young,nat_03393.wav,past,11,nat_03393
singular,naturalistic,dependent,basic,Doesn't the girl standing over there look unhappy?,nat_10254.wav,present,8,nat_10254
plural,naturalistic,dependent,relationship,Will the guys that my sister will date be nice people?,nat_06871.wav,future,11,nat_06871
singular,naturalistic,independent,weather,The summer will be dry or very rainy this year,nat_11802.wav,future,10,nat_11802
plural,naturalistic,simple,sport,Players will have to follow new rules next season,nat_16660.wav,future,9,nat_16660
singular,naturalistic,dependent,emotion,Isn't she unhappy when her favorite store is closed?,nat_14443.wav,present,9,nat_14443
singular,naturalistic,preposition,work,Was the teacher standing in front of the classroom?,nat_06148.wav,past,9,nat_06148
plural,naturalistic,simple,work,Are the new courses very interesting?,nat_07466.wav,present,6,nat_07466
plural,naturalistic,simple,health,Will the patients be able to manage their pain?,nat_15465.wav,future,9,nat_15465
plural,naturalistic,independent,work,Did the team members work well together because they were friends?,nat_11509.wav,past,11,nat_11509
plural,naturalistic,preposition,nature,Are the animals in the forest very active now?,nat_18789.wav,present,9,nat_18789
plural,naturalistic,independent,basic,We will invite our friends to the party and they will come,nat_03310.wav,future,12,nat_03310
singular,naturalistic,dependent,nature,A bear had been spotted in the forest before,nat_01419.wav,past,9,nat_01419
plural,naturalistic,preposition,nature,Did the plants in the greenhouse grow well last year?,nat_02238.wav,past,10,nat_02238
plural,naturalistic,simple,humanity,Do most countries have free press today?,nat_13362.wav,present,7,nat_13362
singular,naturalistic,dependent,basic,I am glad that you are feeling better,nat_04165.wav,present,8,nat_04165
plural,naturalistic,simple,health,Were the people not aware of the disease?,nat_17413.wav,past,8,nat_17413
singular,naturalistic,independent,transport,The bike will not be fixed in time for the ride,nat_07375.wav,future,11,nat_07375
plural,naturalistic,preposition,housing,The neighbors will help with the house repairs tomorrow,nat_19069.wav,future,9,nat_19069
singular,naturalistic,dependent,shopping,Will the store that sells shoes have a sale tomorrow?,nat_01282.wav,future,10,nat_01282
plural,naturalistic,simple,sport,Had the runners been training for years?,nat_14885.wav,past,7,nat_14885
plural,naturalistic,preposition,transport,The cars in the garage will not be fixed,nat_04352.wav,future,9,nat_04352
plural,naturalistic,simple,relationship,The children were playing outside with their cousins yesterday,nat_01084.wav,past,9,nat_01084
singular,naturalistic,independent,sport,Did the athlete break a record or just come close?,nat_01297.wav,past,10,nat_01297
singular,naturalistic,simple,housing,The walls will not be painted before we move in,nat_13613.wav,future,10,nat_13613
singular,naturalistic,simple,health,Will she have fully recovered by next month?,nat_07911.wav,future,8,nat_07911
singular,naturalistic,simple,sport,Was the football player injured during practice?,nat_16664.wav,past,7,nat_16664
singular,naturalistic,preposition,health,Does your brother not have a healthy eating habit?,nat_18455.wav,present,9,nat_18455
plural,naturalistic,dependent,science,Did the technicians who fixed it have good skills?,nat_04600.wav,past,9,nat_04600
singular,naturalistic,preposition,emotion,A sense of calm had washed over me suddenly,nat_15121.wav,past,9,nat_15121
singular,naturalistic,independent,food,Why does she prefer eating fruits to vegetables daily?,nat_07728.wav,present,9,nat_07728
singular,naturalistic,simple,nature,The tree does not bloom in winter,nat_17254.wav,present,7,nat_17254
plural,naturalistic,preposition,shopping,The customers of the store were not satisfied,nat_19073.wav,past,8,nat_19073
plural,naturalistic,dependent,food,They didn't eat the cake that I baked yesterday,nat_04614.wav,past,9,nat_04614
singular,naturalistic,preposition,nature,The plant in the garden needs more water,nat_06661.wav,present,8,nat_06661
plural,naturalistic,preposition,weather,The leaves of trees do not fall in spring,nat_05107.wav,present,9,nat_05107
singular,naturalistic,dependent,food,Had he eaten the sandwich that his mother prepared?,nat_16464.wav,past,9,nat_16464
singular,naturalistic,preposition,nature,Is the animal in the forest not going to eat tonight?,nat_10577.wav,future,11,nat_10577
singular,naturalistic,preposition,transport,Does the flight to the island leave at dawn?,nat_12994.wav,future,9,nat_12994
plural,naturalistic,simple,science,Researchers spend years studying complex topics,nat_02020.wav,present,6,nat_02020
plural,naturalistic,preposition,housing,The houses on the hill were not for sale,nat_17021.wav,past,9,nat_17021
singular,naturalistic,dependent,shopping,The store where he shopped had a price match policy,nat_08416.wav,past,10,nat_08416
plural,naturalistic,preposition,sport,Are the golfers on the course not playing well today?,nat_17843.wav,future,10,nat_17843
plural,naturalistic,simple,emotion,Did the kids feel sad when their dog died?,nat_08293.wav,past,9,nat_08293
plural,naturalistic,simple,emotion,Were the students not excited about summer?,nat_18014.wav,past,7,nat_18014
plural,naturalistic,simple,housing,The owners are selling their old house for cash,nat_05000.wav,present,9,nat_05000
singular,naturalistic,simple,humanity,The poet wrote a beautiful sonnet last week,nat_15738.wav,past,8,nat_15738
plural,naturalistic,simple,housing,The prices are not going down now,nat_06703.wav,present,7,nat_06703
singular,naturalistic,dependent,transport,Does the car that I bought not have air conditioning?,nat_13950.wav,present,10,nat_13950
plural,naturalistic,dependent,art,The poems they wrote were not good enough to be published,nat_06888.wav,past,11,nat_06888
plural,naturalistic,preposition,humanity,The workers in the factory had not received their pay,nat_07563.wav,past,10,nat_07563
singular,naturalistic,independent,food,Why doesn't he drink milk or juice?,nat_01272.wav,present,7,nat_01272
singular,naturalistic,simple,science,The lab did not have enough equipment then,nat_09849.wav,past,8,nat_09849
plural,naturalistic,independent,food,The boys ate pizza yet still wanted more food,nat_05605.wav,past,9,nat_05605
plural,naturalistic,simple,relationship,Do brothers and sisters always fight when they are young?,nat_00221.wav,future,10,nat_00221
singular,naturalistic,simple,shopping,The quality is not worth the price,nat_12620.wav,present,7,nat_12620
plural,naturalistic,dependent,art,Had the poets who wrote the verses been published?,nat_02948.wav,past,9,nat_02948
singular,naturalistic,simple,basic,I don't have time now,nat_06243.wav,present,5,nat_06243
plural,naturalistic,simple,health,Will the elderly be able to live healthier lives?,nat_17578.wav,future,9,nat_17578
singular,naturalistic,simple,work,Did she not attend the job interview yesterday?,nat_13388.wav,past,8,nat_13388
plural,naturalistic,preposition,emotion,Are the girls in front of us not smiling?,nat_00210.wav,present,9,nat_00210
plural,naturalistic,preposition,weather,The nights of autumn will not be very cold,nat_19138.wav,future,9,nat_19138
singular,naturalistic,preposition,sport,The new student in our class will not be a good player,nat_14436.wav,future,12,nat_14436
singular,naturalistic,independent,relationship,Did she have a fight with her brother yesterday?,nat_00499.wav,past,9,nat_00499
plural,naturalistic,independent,weather,The climate will change so we will adapt our habits slowly,nat_18620.wav,future,11,nat_18620
plural,naturalistic,dependent,relationship,My siblings were not happy when I got the gift,nat_06580.wav,past,10,nat_06580
singular,naturalistic,preposition,relationship,Does the girl with a big smile have a sister?,nat_09912.wav,future,10,nat_09912
singular,naturalistic,simple,science,The student will solve the difficult math problem easily,nat_04706.wav,future,9,nat_04706
plural,naturalistic,dependent,housing,We didn't use the furniture that our parents gave us,nat_00180.wav,past,10,nat_00180
singular,naturalistic,dependent,basic,Do you think I will like the new restaurant?,nat_15510.wav,future,9,nat_15510
plural,naturalistic,simple,science,Will we be able to live forever with technology?,nat_04254.wav,future,9,nat_04254
singular,naturalistic,simple,shopping,The product did not come with a warranty,nat_08272.wav,past,8,nat_08272
singular,naturalistic,dependent,relationship,Will my sister not be attending the family reunion?,nat_05211.wav,future,9,nat_05211
singular,naturalistic,simple,health,Isn't she going to quit smoking soon?,nat_15841.wav,future,7,nat_15841
plural,naturalistic,preposition,basic,Will the musicians be playing at the concert?,nat_18570.wav,future,8,nat_18570
singular,naturalistic,simple,science,The internet connection will not be stable tonight,nat_16320.wav,future,8,nat_16320
singular,naturalistic,independent,transport,I don't drive to work but my sister does every day,nat_00466.wav,present,11,nat_00466
singular,naturalistic,independent,transport,She had been driving for hours when she got tired,nat_03458.wav,past,10,nat_03458
singular,naturalistic,simple,humanity,The ancient temple was built on a hilltop,nat_00059.wav,past,8,nat_00059
plural,naturalistic,preposition,transport,The trains were delayed because of bad weather,nat_04388.wav,past,8,nat_04388
singular,naturalistic,simple,health,I feel anxious when I am alone at night,nat_04505.wav,present,9,nat_04505
plural,naturalistic,preposition,housing,The stairs in this house are very steep,nat_08522.wav,present,8,nat_08522
singular,naturalistic,simple,weather,Will it snow on Christmas day?,nat_00928.wav,future,6,nat_00928
singular,naturalistic,independent,health,His sister will be eating nutritious meals for her health,nat_08468.wav,future,10,nat_08468
plural,naturalistic,independent,health,They will not recover quickly but their friends will be supportive,nat_04153.wav,future,11,nat_04153
singular,naturalistic,preposition,basic,Won't the person next to you be eating?,nat_08922.wav,future,8,nat_08922
singular,naturalistic,simple,health,Is she allergic to any foods?,nat_10798.wav,present,6,nat_10798
plural,naturalistic,dependent,science,Are the programs that they will write going to be useful?,nat_13339.wav,future,11,nat_13339
plural,naturalistic,dependent,food,Are the babies who eat solid food growing fast?,nat_16354.wav,present,9,nat_16354
singular,naturalistic,preposition,art,Is the person behind the camera a professional photographer?,nat_03857.wav,future,9,nat_03857
plural,naturalistic,simple,emotion,Many people do not feel safe at night,nat_14452.wav,present,8,nat_14452
plural,naturalistic,simple,nature,Are the oceans going to rise due to melting ice?,nat_16101.wav,future,10,nat_16101
singular,naturalistic,independent,basic,The flowers will bloom because the weather is warm,nat_13696.wav,future,9,nat_13696
plural,naturalistic,preposition,work,Do the employees in this office work long hours?,nat_07948.wav,present,9,nat_07948
plural,naturalistic,dependent,basic,Were the jokes they told funny to your parents?,nat_17357.wav,past,9,nat_17357
singular,naturalistic,simple,housing,The contractor will finish the renovation soon,nat_16686.wav,future,7,nat_16686
singular,naturalistic,preposition,science,The solar panel will generate more energy tomorrow morning,nat_19892.wav,future,9,nat_19892
plural,naturalistic,independent,nature,The flowers will not be beautiful yet they will smell nice,nat_07719.wav,future,11,nat_07719
plural,naturalistic,dependent,work,The students who will participate in the contest are talented,nat_14353.wav,future,10,nat_14353
plural,naturalistic,preposition,work,Were the people in your office very friendly to newcomers?,nat_02878.wav,past,10,nat_02878
plural,naturalistic,simple,work,New employees get a lot of training,nat_02300.wav,present,7,nat_02300
plural,naturalistic,dependent,weather,The days that are sunny and warm are perfect outdoors,nat_03532.wav,present,10,nat_03532
singular,naturalistic,preposition,health,A good diet is necessary for well-being,nat_16415.wav,present,7,nat_16415
plural,naturalistic,independent,health,If people are tired they should take a short nap quietly,nat_10594.wav,present,11,nat_10594
singular,naturalistic,simple,science,Will the engineer have designed a new robot?,nat_07649.wav,future,8,nat_07649
plural,naturalistic,simple,weather,Had the days gotten shorter in late winter?,nat_17534.wav,past,8,nat_17534
plural,naturalistic,independent,relationship,Do siblings not get along when they are young?,nat_00718.wav,present,9,nat_00718
plural,naturalistic,preposition,basic,The friends will not meet at the park on Friday,nat_02315.wav,future,10,nat_02315
plural,naturalistic,independent,basic,They were smiling at us when we took the photo,nat_12890.wav,past,10,nat_12890
plural,naturalistic,preposition,housing,The new residents will take care of the garden,nat_15019.wav,future,9,nat_15019
plural,naturalistic,independent,sport,They had been exercising while their friends slept,nat_11135.wav,past,8,nat_11135
plural,naturalistic,preposition,nature,Did the fish in the sea swim in schools yesterday?,nat_05337.wav,past,10,nat_05337
singular,naturalistic,dependent,emotion,He will not be feeling calm during the storm,nat_09527.wav,future,9,nat_09527
plural,naturalistic,dependent,food,People following this diet will lose weight quickly and safely,nat_14651.wav,future,10,nat_14651
singular,naturalistic,simple,housing,Is my room tidy now?,nat_13856.wav,present,5,nat_13856
plural,naturalistic,preposition,emotion,Do the kids next to us feel scared?,nat_00200.wav,present,8,nat_00200
plural,naturalistic,dependent,art,The dancers who attend the workshop will learn new choreography,nat_01355.wav,future,10,nat_01355
singular,naturalistic,preposition,weather,The sun was not shining through the thick clouds,nat_17592.wav,past,9,nat_17592
singular,naturalistic,simple,nature,The river was not very deep,nat_18138.wav,past,6,nat_18138
plural,naturalistic,simple,emotion,The students were not satisfied with the grades,nat_05916.wav,past,8,nat_05916
singular,naturalistic,simple,food,Was the smoothie you made healthy?,nat_16167.wav,past,6,nat_16167
singular,naturalistic,dependent,housing,I need the hammer that my dad uses,nat_12076.wav,present,8,nat_12076
plural,naturalistic,dependent,transport,The trains we take to go home are very slow,nat_11846.wav,present,10,nat_11846
plural,naturalistic,simple,science,Did the doctors use technology to save lives daily?,nat_03375.wav,past,9,nat_03375
plural,naturalistic,independent,relationship,The friends are not meeting up tonight because it's too late,nat_10312.wav,present,11,nat_10312
plural,naturalistic,simple,shopping,Are sales taxes included in prices?,nat_09534.wav,present,6,nat_09534
plural,naturalistic,simple,housing,They had a lot of old furniture,nat_16668.wav,past,7,nat_16668
singular,naturalistic,dependent,weather,The cold front that is moving will not bring snow,nat_08034.wav,future,10,nat_08034
plural,naturalistic,simple,art,They had been writing poetry for years,nat_16969.wav,past,7,nat_16969
singular,naturalistic,simple,basic,Don't you like this gift I gave you?,nat_07149.wav,present,8,nat_07149
plural,naturalistic,dependent,shopping,Will the new stores that are opening sell cheaper products?,nat_18505.wav,future,10,nat_18505
plural,naturalistic,dependent,transport,Will the tourists not be visiting the city?,nat_16411.wav,future,8,nat_16411
plural,naturalistic,preposition,relationship,Our friends had been together since high school days,nat_02534.wav,past,9,nat_02534
singular,naturalistic,simple,food,The girl didn't want ice cream,nat_01430.wav,past,6,nat_01430
plural,naturalistic,dependent,sport,The sports equipment that wasn't maintained properly didn't last long,nat_05532.wav,past,10,nat_05532
plural,naturalistic,simple,basic,Are the tourists going to visit the museum?,nat_11149.wav,future,8,nat_11149
plural,naturalistic,independent,sport,The teams will work together but they have different strategies,nat_14768.wav,future,10,nat_14768
plural,naturalistic,simple,basic,We invite our neighbors to dinner often,nat_13941.wav,present,7,nat_13941
singular,naturalistic,simple,health,The patient was diagnosed with a rare disease,nat_08443.wav,past,8,nat_08443
singular,naturalistic,independent,emotion,His sister will not love him because he is mean,nat_02133.wav,future,10,nat_02133
singular,naturalistic,dependent,work,She used to teach at a local school,nat_17165.wav,past,8,nat_17165
plural,naturalistic,independent,relationship,The kids didn't eat their dinner because they were full,nat_12797.wav,past,10,nat_12797
singular,naturalistic,independent,weather,The heat will increase for a few more days,nat_16119.wav,future,9,nat_16119
singular,naturalistic,preposition,nature,The fish had swum quickly through the water,nat_01624.wav,past,8,nat_01624
singular,naturalistic,independent,relationship,Wasn't he sad when his mom didn't visit him?,nat_14674.wav,past,9,nat_14674
plural,naturalistic,simple,art,The actors will memorize their lines quickly,nat_03489.wav,future,7,nat_03489
