set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename
12,13,daily routine,plural,present,The athletes who the coaches trained wake their teammates.,9,standard_object_a,277,ctr_00276,ctr_00276.wav
12,14,daily routine,plural,present,The athletes who the coaches trained energetically wake their teammates.,10,standard_object_b,278,ctr_00277,ctr_00277.wav
12,15,daily routine,plural,present,The exhausted athletes who the coaches trained wake their teammates.,10,standard_object_c,279,ctr_00278,ctr_00278.wav
12,16,daily routine,plural,present,The exhausted athletes who the coaches trained energetically wake their teammates.,11,standard_object_d,280,ctr_00279,ctr_00279.wav
12,17,daily routine,plural,present,The athletes who heard the news that were useful wake their teammates.,12,nested_subject_a,281,ctr_00280,ctr_00280.wav
12,18,daily routine,plural,present,The athletes who heard the news that were useful energetically wake their teammates.,13,nested_subject_b,282,ctr_00281,ctr_00281.wav
12,19,daily routine,plural,present,The exhausted athletes who heard the news that were useful wake their teammates.,13,nested_subject_c,283,ctr_00282,ctr_00282.wav
12,20,daily routine,plural,present,The exhausted athletes who heard the news that were useful energetically wake their teammates.,14,nested_subject_d,284,ctr_00283,ctr_00283.wav
13,1,daily routine,singular,past,The woman ate breakfast.,5,baseline_a,289,ctr_00288,ctr_00288.wav
13,2,daily routine,singular,past,The woman slowly ate breakfast.,6,baseline_b,290,ctr_00289,ctr_00289.wav
13,3,daily routine,singular,past,The young woman ate breakfast.,6,baseline_c,291,ctr_00290,ctr_00290.wav
13,4,daily routine,singular,past,The young woman slowly ate breakfast.,7,baseline_d,292,ctr_00291,ctr_00291.wav
13,5,daily routine,singular,past,The woman in the kitchen ate breakfast.,8,control_a,293,ctr_00292,ctr_00292.wav
13,6,daily routine,singular,past,The woman in the kitchen slowly ate breakfast.,9,control_b,294,ctr_00293,ctr_00293.wav
13,7,daily routine,singular,past,The young woman in the kitchen ate breakfast.,9,control_c,295,ctr_00294,ctr_00294.wav
13,8,daily routine,singular,past,The young woman in the kitchen slowly ate breakfast.,10,control_d,296,ctr_00295,ctr_00295.wav
13,9,daily routine,singular,past,The woman who woke up early ate breakfast.,9,standard_subject_a,297,ctr_00296,ctr_00296.wav
13,10,daily routine,singular,past,The woman who woke up early slowly ate breakfast.,10,standard_subject_b,298,ctr_00297,ctr_00297.wav
13,11,daily routine,singular,past,The young woman who woke up early ate breakfast.,10,standard_subject_c,299,ctr_00298,ctr_00298.wav
13,12,daily routine,singular,past,The young woman who woke up early slowly ate breakfast.,11,standard_subject_d,300,ctr_00299,ctr_00299.wav
13,13,daily routine,singular,past,The woman who the nurse helped ate breakfast.,9,standard_object_a,301,ctr_00300,ctr_00300.wav
13,14,daily routine,singular,past,The woman who the nurse helped slowly ate breakfast.,10,standard_object_b,302,ctr_00301,ctr_00301.wav
13,15,daily routine,singular,past,The young woman who the nurse helped ate breakfast.,10,standard_object_c,303,ctr_00302,ctr_00302.wav
13,16,daily routine,singular,past,The young woman who the nurse helped slowly ate breakfast.,11,standard_object_d,304,ctr_00303,ctr_00303.wav
13,17,daily routine,singular,past,The woman who made the smoothie that was in the blender ate breakfast.,14,nested_subject_a,305,ctr_00304,ctr_00304.wav
13,18,daily routine,singular,past,The woman who made the smoothie that was in the blender slowly ate breakfast.,15,nested_subject_b,306,ctr_00305,ctr_00305.wav
13,19,daily routine,singular,past,The young woman who made the smoothie that was in the blender ate breakfast.,15,nested_subject_c,307,ctr_00306,ctr_00306.wav
13,20,daily routine,singular,past,The young woman who made the smoothie that was in the blender slowly ate breakfast.,16,nested_subject_d,308,ctr_00307,ctr_00307.wav
14,1,daily routine,singular,present,The father makes breakfast.,4,baseline_a,313,ctr_00312,ctr_00312.wav
14,2,daily routine,singular,present,The father meticulously makes breakfast for the kids.,5,baseline_b,314,ctr_00313,ctr_00313.wav
14,3,daily routine,singular,present,The busy father makes breakfast for the kids.,5,baseline_c,315,ctr_00314,ctr_00314.wav
14,4,daily routine,singular,present,The busy father meticulously makes breakfast for the kids.,6,baseline_d,316,ctr_00315,ctr_00315.wav
14,5,daily routine,singular,present,The father in his home makes breakfast for the kids.,7,control_a,317,ctr_00316,ctr_00316.wav
14,6,daily routine,singular,present,The father in his home meticulously makes breakfast for the kids.,8,control_b,318,ctr_00317,ctr_00317.wav
14,7,daily routine,singular,present,The busy father in his home makes breakfast for the kids.,8,control_c,319,ctr_00318,ctr_00318.wav
14,8,daily routine,singular,present,The busy father in his home meticulously makes breakfast for the kids.,9,control_d,320,ctr_00319,ctr_00319.wav
14,9,daily routine,singular,present,The father who slept well makes breakfast for the kids.,7,standard_subject_a,321,ctr_00320,ctr_00320.wav
14,10,daily routine,singular,present,The father who slept well meticulously makes breakfast for the kids.,8,standard_subject_b,322,ctr_00321,ctr_00321.wav
14,11,daily routine,singular,present,The busy father an who slept well makes breakfast for the kids.,8,standard_subject_c,323,ctr_00322,ctr_00322.wav
14,12,daily routine,singular,present,The busy father who slept well meticulously makes breakfast for the kids.,9,standard_subject_d,324,ctr_00323,ctr_00323.wav
14,13,daily routine,singular,present,The father who his child woke makes breakfast for the kids.,8,standard_object_a,325,ctr_00324,ctr_00324.wav
14,14,daily routine,singular,present,The father who his child woke meticulously makes breakfast for the kids.,9,standard_object_b,326,ctr_00325,ctr_00325.wav
14,15,daily routine,singular,present,The busy father who his child woke makes breakfast for the kids.,9,standard_object_c,327,ctr_00326,ctr_00326.wav
14,16,daily routine,singular,present,The busy father who his child woke meticulously makes breakfast for the kids.,10,standard_object_d,328,ctr_00327,ctr_00327.wav
14,17,daily routine,singular,present,The father who read the recipe that was new makes breakfast for the kids.,11,nested_subject_a,329,ctr_00328,ctr_00328.wav
14,18,daily routine,singular,present,The father who read the recipe that was new meticulously makes breakfast for the kids.,12,nested_subject_b,330,ctr_00329,ctr_00329.wav
14,19,daily routine,singular,present,The busy father who read the recipe that was new makes breakfast for the kids.,12,nested_subject_c,331,ctr_00330,ctr_00330.wav
14,20,daily routine,singular,present,The busy father who read the recipe that was new meticulously makes breakfast for the kids.,13,nested_subject_d,332,ctr_00331,ctr_00331.wav
15,1,emotion,singular,present,The boy embraces the tender touch.,6,baseline_a,337,ctr_00336,ctr_00336.wav
15,2,emotion,singular,present,The boy gently embraces the tender touch.,7,baseline_b,338,ctr_00337,ctr_00337.wav
15,3,emotion,singular,present,The compassionate boy embraces the tender touch.,7,baseline_c,339,ctr_00338,ctr_00338.wav
15,4,emotion,singular,present,The compassionate boy gently embraces the tender touch.,8,baseline_d,340,ctr_00339,ctr_00339.wav
15,5,emotion,singular,present,The boy in the quiet corner embraces the tender touch.,10,control_a,341,ctr_00340,ctr_00340.wav
15,6,emotion,singular,present,The boy in the quiet corner gently embraces the tender touch.,11,control_b,342,ctr_00341,ctr_00341.wav
15,7,emotion,singular,present,The compassionate boy in the quiet corner embraces the tender touch.,11,control_c,343,ctr_00342,ctr_00342.wav
15,8,emotion,singular,present,The compassionate boy in the quiet corner gently embraces the tender touch.,12,control_d,344,ctr_00343,ctr_00343.wav
15,9,emotion,singular,present,The boy who cares about others embraces the tender touch.,10,standard_subject_a,345,ctr_00344,ctr_00344.wav
15,10,emotion,singular,present,The boy who cares about others gently embraces the tender touch.,11,standard_subject_b,346,ctr_00345,ctr_00345.wav
15,11,emotion,singular,present,The compassionate boy who cares about others embraces the tender touch.,11,standard_subject_c,347,ctr_00346,ctr_00346.wav
15,12,emotion,singular,present,The compassionate boy who cares about others gently embraces the tender touch.,12,standard_subject_d,348,ctr_00347,ctr_00347.wav
15,13,emotion,singular,present,The boy who the girl criticized embraces the tender touch.,10,standard_object_a,349,ctr_00348,ctr_00348.wav
15,14,emotion,singular,present,The boy who the girl criticized gently embraces the tender touch.,11,standard_object_b,350,ctr_00349,ctr_00349.wav
15,15,emotion,singular,present,The compassionate boy who the girl criticized embraces the tender touch.,11,standard_object_c,351,ctr_00350,ctr_00350.wav
15,16,emotion,singular,present,The compassionate boy who the girl criticized gently embraces the tender touch.,12,standard_object_d,352,ctr_00351,ctr_00351.wav
15,17,emotion,singular,present,The boy who read the story that brought joy embraces the tender touch.,13,nested_subject_a,353,ctr_00352,ctr_00352.wav
15,18,emotion,singular,present,The boy who read the story that brought joy gently embraces the tender touch.,14,nested_subject_b,354,ctr_00353,ctr_00353.wav
15,19,emotion,singular,present,The compassionate boy who read the story that brought joy embraces the tender touch.,14,nested_subject_c,355,ctr_00354,ctr_00354.wav
15,20,emotion,singular,present,The compassionate boy who read the story that brought joy gently embraces the tender touch.,15,nested_subject_d,356,ctr_00355,ctr_00355.wav
16,1,entertainment,plural,past,The actors played the roles on stage.,7,baseline_a,361,ctr_00360,ctr_00360.wav
16,2,entertainment,plural,past,The actors skillfully played the roles on stage.,8,baseline_b,362,ctr_00361,ctr_00361.wav
16,3,entertainment,plural,past,The experienced actors played the roles on stage.,8,baseline_c,363,ctr_00362,ctr_00362.wav
16,4,entertainment,plural,past,The experienced actors skillfully played the roles on stage.,9,baseline_d,364,ctr_00363,ctr_00363.wav
16,5,entertainment,plural,past,The actors in the theater played the roles on stage.,10,control_a,365,ctr_00364,ctr_00364.wav
16,6,entertainment,plural,past,The actors in the theater skillfully played the roles on stage.,11,control_b,366,ctr_00365,ctr_00365.wav
16,7,entertainment,plural,past,The experienced actors in the theater played the roles on stage.,11,control_c,367,ctr_00366,ctr_00366.wav
16,8,entertainment,plural,past,The experienced actors in the theater skillfully played the roles on stage.,12,control_d,368,ctr_00367,ctr_00367.wav
16,9,entertainment,plural,past,The actors who studied their lines played the roles on stage.,11,standard_subject_a,369,ctr_00368,ctr_00368.wav
16,10,entertainment,plural,past,The actors who studied their lines skillfully played the roles on stage.,12,standard_subject_b,370,ctr_00369,ctr_00369.wav
16,11,entertainment,plural,past,The experienced actors who studied their lines played the roles on stage.,12,standard_subject_c,371,ctr_00370,ctr_00370.wav
16,12,entertainment,plural,past,The experienced actors who studied their lines skillfully played the roles on stage.,13,standard_subject_d,372,ctr_00371,ctr_00371.wav
16,13,entertainment,plural,past,The actors who the directors trained played the roles on stage.,11,standard_object_a,373,ctr_00372,ctr_00372.wav
16,14,entertainment,plural,past,The actors who the directors trained skillfully played the roles on stage.,12,standard_object_b,374,ctr_00373,ctr_00373.wav
16,15,entertainment,plural,past,The experienced actors who the directors trained played the roles on stage.,12,standard_object_c,375,ctr_00374,ctr_00374.wav
16,16,entertainment,plural,past,The experienced actors who the directors trained skillfully played the roles on stage.,13,standard_object_d,376,ctr_00375,ctr_00375.wav
16,17,entertainment,plural,past,The actors who mastered the scenes that had complex dialogue played the roles on stage.,15,nested_subject_a,377,ctr_00376,ctr_00376.wav
16,18,entertainment,plural,past,The actors who mastered the scenes that had complex dialogue skillfully played the roles on stage.,16,nested_subject_b,378,ctr_00377,ctr_00377.wav
16,19,entertainment,plural,past,The experienced actors who mastered the scenes that had complex dialogue played the roles on stage.,16,nested_subject_c,379,ctr_00378,ctr_00378.wav
16,20,entertainment,plural,past,The experienced actors who mastered the scenes that had complex dialogue skillfully played the roles on stage.,17,nested_subject_d,380,ctr_00379,ctr_00379.wav
17,15,entertainment,plural,present,People watch movies.,3,baseline_a,385,ctr_00384,ctr_00384.wav
17,16,entertainment,plural,present,People carefully watch movies.,4,baseline_b,386,ctr_00385,ctr_00385.wav
17,17,entertainment,plural,present,Young people watch movies.,4,baseline_c,387,ctr_00386,ctr_00386.wav
17,18,entertainment,plural,present,Young people carefully watch movies.,5,baseline_d,388,ctr_00387,ctr_00387.wav
17,19,entertainment,plural,present,People at the theater watch movies.,6,control_a,389,ctr_00388,ctr_00388.wav
17,20,entertainment,plural,present,People at the theater carefully watch movies.,7,control_b,390,ctr_00389,ctr_00389.wav
17,21,entertainment,plural,present,Young people at the theater watch movies.,7,control_c,391,ctr_00390,ctr_00390.wav
17,22,entertainment,plural,present,Young people at the theater carefully watch movies.,8,control_d,392,ctr_00391,ctr_00391.wav
17,23,entertainment,plural,present,People who love Hollywood watch movies.,6,standard_subject_a,393,ctr_00392,ctr_00392.wav
17,24,entertainment,plural,present,People who love Hollywood carefully watch movies.,7,standard_subject_b,394,ctr_00393,ctr_00393.wav
17,25,entertainment,plural,present,Young people who love Hollywood watch movies.,7,standard_subject_c,395,ctr_00394,ctr_00394.wav
17,26,entertainment,plural,present,Young people who love Hollywood carefully watch movies.,8,standard_subject_d,396,ctr_00395,ctr_00395.wav
17,27,entertainment,plural,present,People who the critics hate watch movies.,7,standard_object_a,397,ctr_00396,ctr_00396.wav
17,28,entertainment,plural,present,People who the critics hate carefully watch movies.,8,standard_object_b,398,ctr_00397,ctr_00397.wav
17,29,entertainment,plural,present,Young people who the critics hate watch movies.,8,standard_object_c,399,ctr_00398,ctr_00398.wav
17,30,entertainment,plural,present,Young people who the critics hate carefully watch movies.,9,standard_object_d,400,ctr_00399,ctr_00399.wav
17,31,entertainment,plural,present,People who saw the posters that were funny watch movies.,10,nested_subject_a,401,ctr_00400,ctr_00400.wav
17,32,entertainment,plural,present,People who saw the posters that were funny carefully watch movies.,11,nested_subject_b,402,ctr_00401,ctr_00401.wav
17,33,entertainment,plural,present,Young people who saw the posters that were funny watch movies.,11,nested_subject_c,403,ctr_00402,ctr_00402.wav
17,34,entertainment,plural,present,Young people who saw the posters that were funny carefully watch movies.,12,nested_subject_d,404,ctr_00403,ctr_00403.wav
18,1,entertainment,singular,present,The kid plays a board game.,6,baseline_a,409,ctr_00408,ctr_00408.wav
18,2,entertainment,singular,present,The kid clumsily plays a board game.,7,baseline_b,410,ctr_00409,ctr_00409.wav
18,3,entertainment,singular,present,The smart kid plays a board game.,7,baseline_c,411,ctr_00410,ctr_00410.wav
18,4,entertainment,singular,present,The smart kid clumsily plays a board game.,8,baseline_d,412,ctr_00411,ctr_00411.wav
18,5,entertainment,singular,present,The kid in the hallway plays a board game.,9,control_a,413,ctr_00412,ctr_00412.wav
18,6,entertainment,singular,present,The kid in the hallway clumsily plays a board game.,10,control_b,414,ctr_00413,ctr_00413.wav
18,7,entertainment,singular,present,The smart kid in the hallway plays a board game.,10,control_c,415,ctr_00414,ctr_00414.wav
18,8,entertainment,singular,present,The smart kid in the hallway clumsily plays a board game.,11,control_d,416,ctr_00415,ctr_00415.wav
18,9,entertainment,singular,present,The kid who likes puzzles plays a board game.,9,standard_subject_a,417,ctr_00416,ctr_00416.wav
18,10,entertainment,singular,present,The kid who likes puzzles clumsily plays a board game.,10,standard_subject_b,418,ctr_00417,ctr_00417.wav
18,11,entertainment,singular,present,The smart kid who likes puzzles plays a board game.,10,standard_subject_c,419,ctr_00418,ctr_00418.wav
18,12,entertainment,singular,present,The smart kid who likes puzzles clumsily plays a board game.,11,standard_subject_d,420,ctr_00419,ctr_00419.wav
18,13,entertainment,singular,present,The kid who the coach trained plays a board game.,10,standard_object_a,421,ctr_00420,ctr_00420.wav
18,14,entertainment,singular,present,The kid who the coach trained clumsily plays a board game.,11,standard_object_b,422,ctr_00421,ctr_00421.wav
18,15,entertainment,singular,present,The smart kid who the coach trained plays a board game.,11,standard_object_c,423,ctr_00422,ctr_00422.wav
18,16,entertainment,singular,present,The smart kid who the coach trained clumsily plays a board game.,12,standard_object_d,424,ctr_00423,ctr_00423.wav
18,17,entertainment,singular,present,The kid who watched the cartoon that was on the TV plays a board game.,15,nested_subject_a,425,ctr_00424,ctr_00424.wav
18,18,entertainment,singular,present,The kid who watched the cartoon that was on the TV clumsily plays a board game.,16,nested_subject_b,426,ctr_00425,ctr_00425.wav
18,19,entertainment,singular,present,The smart kid who watched the cartoon that was on the TV plays a board game.,16,nested_subject_c,427,ctr_00426,ctr_00426.wav
18,20,entertainment,singular,present,The smart kid who watched the cartoon that was on the TV clumsily plays a board game.,17,nested_subject_d,428,ctr_00427,ctr_00427.wav
19,1,food,plural,past,The chefs cooked the fresh vegetables.,5,baseline_a,433,ctr_00432,ctr_00432.wav
19,2,food,plural,past,The chefs thoroughly cooked the fresh vegetables.,6,baseline_b,434,ctr_00433,ctr_00433.wav
19,3,food,plural,past,The experienced chefs cooked the fresh vegetables.,6,baseline_c,435,ctr_00434,ctr_00434.wav
19,4,food,plural,past,The experienced chefs thoroughly cooked the fresh vegetables.,7,baseline_d,436,ctr_00435,ctr_00435.wav
19,5,food,plural,past,The chefs in the kitchens cooked the fresh vegetables.,7,control_a,437,ctr_00436,ctr_00436.wav
19,6,food,plural,past,The chefs in the kitchens thoroughly cooked the fresh vegetables.,8,control_b,438,ctr_00437,ctr_00437.wav
19,7,food,plural,past,The experienced chefs in the kitchens cooked the fresh vegetables.,8,control_c,439,ctr_00438,ctr_00438.wav
19,8,food,plural,past,The experienced chefs in the kitchens thoroughly cooked the fresh vegetables.,9,control_d,440,ctr_00439,ctr_00439.wav
19,9,food,plural,past,The chefs who attended schools cooked the fresh vegetables.,8,standard_subject_a,441,ctr_00440,ctr_00440.wav
19,10,food,plural,past,The chefs who attended schools thoroughly cooked the fresh vegetables.,9,standard_subject_b,442,ctr_00441,ctr_00441.wav
19,11,food,plural,past,The experienced chefs who attended schools cooked the fresh vegetables.,9,standard_subject_c,443,ctr_00442,ctr_00442.wav
19,12,food,plural,past,The experienced chefs who attended schools thoroughly cooked the fresh vegetables.,10,standard_subject_d,444,ctr_00443,ctr_00443.wav
19,13,food,plural,past,The chefs who the kitchen assistant admired cooked the fresh vegetables.,9,standard_object_a,445,ctr_00444,ctr_00444.wav
19,14,food,plural,past,The chefs who the kitchen assistant admired thoroughly cooked the fresh vegetables.,10,standard_object_b,446,ctr_00445,ctr_00445.wav
19,15,food,plural,past,The experienced chefs who the kitchen assistant admired cooked the fresh vegetables.,10,standard_object_c,447,ctr_00446,ctr_00446.wav
19,16,food,plural,past,The experienced chefs who the kitchen assistant admired thoroughly cooked the fresh vegetables.,11,standard_object_d,448,ctr_00447,ctr_00447.wav
19,17,food,plural,past,The chefs who elaborated the recipes that are unique cooked the fresh vegetables.,12,nested_subject_a,449,ctr_00448,ctr_00448.wav
19,18,food,plural,past,The chefs who elaborated the recipes that are unique thoroughly cooked the fresh vegetables.,13,nested_subject_b,450,ctr_00449,ctr_00449.wav
19,19,food,plural,past,The experienced chefs who elaborated the recipes that are unique cooked the fresh vegetables.,13,nested_subject_c,451,ctr_00450,ctr_00450.wav
19,20,food,plural,past,The experienced chefs who elaborated the recipes that are unique thoroughly cooked the fresh vegetables.,14,nested_subject_d,452,ctr_00451,ctr_00451.wav
20,1,food,plural,present,The chefs prepare the salads.,5,baseline_a,457,ctr_00456,ctr_00456.wav
20,2,food,plural,present,The chefs quickly prepare the salads.,6,baseline_b,458,ctr_00457,ctr_00457.wav
20,3,food,plural,present,The skilled chefs prepare the salads.,6,baseline_c,459,ctr_00458,ctr_00458.wav
20,4,food,plural,present,The skilled chefs quickly prepare the salads.,7,baseline_d,460,ctr_00459,ctr_00459.wav
20,5,food,plural,present,The chefs in the kitchen prepare the salads.,8,control_a,461,ctr_00460,ctr_00460.wav
20,6,food,plural,present,The chefs in the kitchen quickly prepare the salads.,9,control_b,462,ctr_00461,ctr_00461.wav
20,7,food,plural,present,The skilled chefs in the kitchen prepare the salads.,9,control_c,463,ctr_00462,ctr_00462.wav
20,8,food,plural,present,The skilled chefs in the kitchen quickly prepare the salads.,10,control_d,464,ctr_00463,ctr_00463.wav
20,9,food,plural,present,The chefs who cook all day prepare the salads.,9,standard_subject_a,465,ctr_00464,ctr_00464.wav
20,10,food,plural,present,The chefs who cook all day quickly prepare the salads.,10,standard_subject_b,466,ctr_00465,ctr_00465.wav
20,11,food,plural,present,The skilled chefs who cook all day prepare the salads.,10,standard_subject_c,467,ctr_00466,ctr_00466.wav
20,12,food,plural,present,The skilled chefs who cook all day quickly prepare the salads.,11,standard_subject_d,468,ctr_00467,ctr_00467.wav
20,13,food,plural,present,The chefs who the managers supervise prepare the salads.,9,standard_object_a,469,ctr_00468,ctr_00468.wav
20,14,food,plural,present,The chefs who the managers supervise quickly prepare the salads.,10,standard_object_b,470,ctr_00469,ctr_00469.wav
20,15,food,plural,present,The skilled chefs who the managers supervise prepare the salads.,10,standard_object_c,471,ctr_00470,ctr_00470.wav
20,16,food,plural,present,The skilled chefs who the managers supervise quickly prepare the salads.,11,standard_object_d,472,ctr_00471,ctr_00471.wav
20,17,food,plural,present,The chefs who prepare the meals that meet the standards prepare the salads.,13,nested_subject_a,473,ctr_00472,ctr_00472.wav
20,18,food,plural,present,The chefs who prepare the meals that meet the standards quickly prepare the salads.,14,nested_subject_b,474,ctr_00473,ctr_00473.wav
20,19,food,plural,present,The skilled chefs who prepare the meals that meet the standards prepare the salads.,14,nested_subject_c,475,ctr_00474,ctr_00474.wav
20,20,food,plural,present,The skilled chefs who prepare the meals that meet the standards quickly prepare the salads.,15,nested_subject_d,476,ctr_00475,ctr_00475.wav
21,1,food,singular,past,The bookseller ate the fruit.,5,baseline_a,481,ctr_00480,ctr_00480.wav
21,2,food,singular,past,The bookseller partially ate the fruit.,6,baseline_b,482,ctr_00481,ctr_00481.wav
21,3,food,singular,past,The hungry bookseller ate the fruit.,6,baseline_c,483,ctr_00482,ctr_00482.wav
21,4,food,singular,past,The hungry bookseller partially ate the fruit.,7,baseline_d,484,ctr_00483,ctr_00483.wav
21,5,food,singular,past,The bookseller at the mall ate the fruit.,7,control_a,485,ctr_00484,ctr_00484.wav
21,6,food,singular,past,The bookseller at the mall partially ate the fruit.,8,control_b,486,ctr_00485,ctr_00485.wav
21,7,food,singular,past,The hungry bookseller at the mall ate the fruit.,8,control_c,487,ctr_00486,ctr_00486.wav
21,8,food,singular,past,The hungry bookseller at the mall partially ate the fruit.,9,control_d,488,ctr_00487,ctr_00487.wav
21,9,food,singular,past,The bookseller who ordered the books ate the fruit.,8,standard_subject_a,489,ctr_00488,ctr_00488.wav
21,10,food,singular,past,The bookseller who ordered the books partially ate the fruit.,9,standard_subject_b,490,ctr_00489,ctr_00489.wav
21,11,food,singular,past,The hungry bookseller who ordered the books ate the fruit.,9,standard_subject_c,491,ctr_00490,ctr_00490.wav
21,12,food,singular,past,The hungry bookseller who ordered the books partially ate the fruit.,10,standard_subject_d,492,ctr_00491,ctr_00491.wav
21,13,food,singular,past,The bookseller who the farmer helped ate the fruit.,9,standard_object_a,493,ctr_00492,ctr_00492.wav
21,14,food,singular,past,The bookseller who the farmer helped partially ate the fruit.,10,standard_object_b,494,ctr_00493,ctr_00493.wav
21,15,food,singular,past,The hungry bookseller who the farmer helped ate the fruit.,10,standard_object_c,495,ctr_00494,ctr_00494.wav
21,16,food,singular,past,The hungry bookseller who the farmer helped partially ate the fruit.,11,standard_object_d,496,ctr_00495,ctr_00495.wav
21,17,food,singular,past,The bookseller who washed the apple that was ripe ate the fruit.,12,nested_subject_a,497,ctr_00496,ctr_00496.wav
21,18,food,singular,past,The bookseller who washed the apple that was ripe partially ate the fruit.,13,nested_subject_b,498,ctr_00497,ctr_00497.wav
21,19,food,singular,past,The hungry bookseller who washed the apple that was ripe ate the fruit.,13,nested_subject_c,499,ctr_00498,ctr_00498.wav
21,20,food,singular,past,The hungry bookseller who washed the apple that was ripe partially ate the fruit.,14,nested_subject_d,500,ctr_00499,ctr_00499.wav
22,1,food,singular,present,The baker makes the cake.,5,baseline_a,505,ctr_00504,ctr_00504.wav
22,2,food,singular,present,The baker carefully makes the cake.,6,baseline_b,506,ctr_00505,ctr_00505.wav
22,3,food,singular,present,The skilled baker makes the cake.,6,baseline_c,507,ctr_00506,ctr_00506.wav
22,4,food,singular,present,The skilled baker carefully makes the cake.,7,baseline_d,508,ctr_00507,ctr_00507.wav
22,5,food,singular,present,The baker in the kitchen makes the cake.,8,control_a,509,ctr_00508,ctr_00508.wav
22,6,food,singular,present,The baker in the kitchen carefully makes the cake.,9,control_b,510,ctr_00509,ctr_00509.wav
22,7,food,singular,present,The skilled baker in the kitchen makes the cake.,9,control_c,511,ctr_00510,ctr_00510.wav
22,8,food,singular,present,The skilled baker in the kitchen carefully makes the cake.,10,control_d,512,ctr_00511,ctr_00511.wav
22,9,food,singular,present,The baker who wakes up early makes the cake.,9,standard_subject_a,513,ctr_00512,ctr_00512.wav
22,10,food,singular,present,The baker who wakes up early carefully makes the cake.,10,standard_subject_b,514,ctr_00513,ctr_00513.wav
22,11,food,singular,present,The skilled baker who wakes up early makes the cake.,10,standard_subject_c,515,ctr_00514,ctr_00514.wav
22,12,food,singular,present,The skilled baker who wakes up early carefully makes the cake.,11,standard_subject_d,516,ctr_00515,ctr_00515.wav
22,13,food,singular,present,The baker who the owner hired makes the cake.,9,standard_object_a,517,ctr_00516,ctr_00516.wav
22,14,food,singular,present,The baker who the owner hired carefully makes the cake.,10,standard_object_b,518,ctr_00517,ctr_00517.wav
22,15,food,singular,present,The skilled baker who the owner hired makes the cake.,10,standard_object_c,519,ctr_00518,ctr_00518.wav
22,16,food,singular,present,The skilled baker who the owner hired carefully makes the cake.,11,standard_object_d,520,ctr_00519,ctr_00519.wav
22,17,food,singular,present,The baker who reads the recipe that has many steps makes the cake.,13,nested_subject_a,521,ctr_00520,ctr_00520.wav
22,18,food,singular,present,The baker who reads the recipe that has many steps carefully makes the cake.,14,nested_subject_b,522,ctr_00521,ctr_00521.wav
22,19,food,singular,present,The skilled baker who reads the recipe that has many steps makes the cake.,14,nested_subject_c,523,ctr_00522,ctr_00522.wav
22,20,food,singular,present,The skilled baker who reads the recipe that has many steps carefully makes the cake.,15,nested_subject_d,524,ctr_00523,ctr_00523.wav
23,1,health,singular,past,The nurse gave the child medicine.,6,baseline_a,529,ctr_00528,ctr_00528.wav
23,2,health,singular,past,The nurse carelessly gave the child medicine.,7,baseline_b,530,ctr_00529,ctr_00529.wav
23,3,health,singular,past,The experienced nurse gave the child medicine.,7,baseline_c,531,ctr_00530,ctr_00530.wav
23,4,health,singular,past,The experienced nurse carelessly gave the child medicine.,8,baseline_d,532,ctr_00531,ctr_00531.wav
23,5,health,singular,past,The nurse in the ward gave the child medicine.,9,control_a,533,ctr_00532,ctr_00532.wav
23,6,health,singular,past,The nurse in the ward carelessly gave the child medicine.,10,control_b,534,ctr_00533,ctr_00533.wav
23,7,health,singular,past,The experienced nurse in the ward gave the child medicine.,10,control_c,535,ctr_00534,ctr_00534.wav
23,8,health,singular,past,The experienced nurse in the ward carelessly gave the child medicine.,11,control_d,536,ctr_00535,ctr_00535.wav
23,9,health,singular,past,The nurse who studied abroad gave the child medicine.,9,standard_subject_a,537,ctr_00536,ctr_00536.wav
23,10,health,singular,past,The nurse who studied abroad carelessly gave the child medicine.,10,standard_subject_b,538,ctr_00537,ctr_00537.wav
23,11,health,singular,past,The experienced nurse who studied abroad gave the child medicine.,10,standard_subject_c,539,ctr_00538,ctr_00538.wav
23,12,health,singular,past,The experienced nurse who studied abroad carelessly gave the child medicine.,11,standard_subject_d,540,ctr_00539,ctr_00539.wav
23,13,health,singular,past,The nurse whom the doctor trusted gave the child medicine.,10,standard_object_a,541,ctr_00540,ctr_00540.wav
23,14,health,singular,past,The nurse whom the doctor trusted carelessly gave the child medicine.,11,standard_object_b,542,ctr_00541,ctr_00541.wav
23,15,health,singular,past,The experienced nurse whom the doctor trusted gave the child medicine.,11,standard_object_c,543,ctr_00542,ctr_00542.wav
23,16,health,singular,past,The experienced nurse whom the doctor trusted carelessly gave the child medicine.,12,standard_object_d,544,ctr_00543,ctr_00543.wav
23,17,health,singular,past,The nurse who studied the file that was misplaced gave the child medicine.,13,nested_subject_a,545,ctr_00544,ctr_00544.wav
23,18,health,singular,past,The nurse who studied the file that was misplaced carelessly gave the child medicine.,14,nested_subject_b,546,ctr_00545,ctr_00545.wav
23,19,health,singular,past,The experienced nurse who studied the file that was misplaced gave the child medicine.,14,nested_subject_c,547,ctr_00546,ctr_00546.wav
