level_0,index,theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue
12401,12401,art,declarative,independent,plural,future,affirmative,Photographers will capture breathtaking sunsets while writers will pen novels,10,correct
12402,12402,art,declarative,independent,plural,future,affirmative,Painters will find inspiration in nature and sculptors will explore form,11,correct
12403,12403,art,declarative,independent,plural,future,affirmative,Musicians will perform in concerts and audiences will feel inspired,10,correct
12404,12404,art,declarative,independent,plural,future,affirmative,Writers will craft compelling narratives so readers will be engaged,10,correct
12405,12405,art,declarative,independent,plural,future,affirmative,Galleries will host new exhibits because artists will showcase their work,11,correct
12406,12406,art,declarative,independent,plural,future,affirmative,Curators will select diverse pieces and critics will review them,10,correct
12407,12407,art,declarative,independent,plural,future,affirmative,Sculptors will work with clay and painters will explore colors,10,correct
12409,12409,art,declarative,independent,plural,future,affirmative,Poets will write emotive verses yet audiences will find them uplifting,11,correct
12411,12411,art,declarative,independent,plural,future,affirmative,Theatre groups will rehearse new plays while audiences anticipate performances,10,correct
12412,12412,art,declarative,independent,plural,future,affirmative,Film directors will capture unique stories so viewers experience them vividly,11,correct
12416,12416,art,declarative,independent,plural,future,affirmative,Craft fairs will attract visitors because they love unique handmade items,11,correct
12417,12417,art,declarative,independent,plural,future,affirmative,Filmmakers will explore new genres and producers will support their vision,11,correct
12419,12419,art,declarative,independent,plural,future,affirmative,Studio spaces will be rented if artists require creative environments,10,correct
12420,12420,shopping,declarative,simple,singular,future,affirmative,I will buy a new shirt tomorrow,7,correct
12421,12421,shopping,declarative,simple,singular,future,affirmative,The store will open at nine in the morning,9,correct
12422,12422,shopping,declarative,simple,singular,future,affirmative,She will choose the blue shoes today,7,correct
12423,12423,shopping,declarative,simple,singular,future,affirmative,You will find great deals in that shop,8,correct
12424,12424,shopping,declarative,simple,singular,future,affirmative,The bakery will sell fresh bread daily,7,correct
12425,12425,shopping,declarative,simple,singular,future,affirmative,He will order the latest gadget online,7,correct
12426,12426,shopping,declarative,simple,singular,future,affirmative,This dress will look perfect on you,7,correct
12427,12427,shopping,declarative,simple,singular,future,affirmative,The market will close early on Sunday,7,correct
12428,12428,shopping,declarative,simple,singular,future,affirmative,I will pay with my card at the checkout,9,correct
12429,12429,shopping,declarative,simple,singular,future,affirmative,Her mother will pick the groceries later,7,correct
12430,12430,shopping,declarative,simple,singular,future,affirmative,The bicycle shop will offer discounts next week,8,correct
12431,12431,shopping,declarative,simple,singular,future,affirmative,A new cafe will open in the neighborhood soon,9,correct
12432,12432,shopping,declarative,simple,singular,future,affirmative,The florist will deliver flowers tomorrow,6,correct
12433,12433,shopping,declarative,simple,singular,future,affirmative,You will receive your package by Thursday,7,correct
12434,12434,shopping,declarative,simple,singular,future,affirmative,She will find perfect curtains for the living room,9,correct
12435,12435,shopping,declarative,simple,singular,future,affirmative,The electronics store will extend its hours during sales,9,correct
12436,12436,shopping,declarative,simple,singular,future,affirmative,I will book an appointment at the salon,8,correct
12437,12437,shopping,declarative,simple,singular,future,affirmative,Our delivery service will ensure fast shipping,7,correct
12438,12438,shopping,declarative,simple,singular,future,affirmative,This app will help you compare product prices easily,9,correct
12439,12439,shopping,declarative,simple,singular,future,affirmative,The tailor will finish sewing your dress next week,9,correct
12440,12440,relationship,imperative,preposition,singular,future,affirmative,Walk alongside your brother in the park tomorrow,8,correct
12441,12441,relationship,imperative,preposition,singular,future,affirmative,Share your toys with the child on the swings later,10,correct
12442,12442,relationship,imperative,preposition,singular,future,affirmative,Give your mom a call in the afternoon next week,10,correct
12443,12443,relationship,imperative,preposition,singular,future,affirmative,Take a photo with your family at the beach later,10,correct
12444,12444,relationship,imperative,preposition,singular,future,affirmative,Meet with your uncle for lunch at the city center,10,correct
12445,12445,relationship,imperative,preposition,singular,future,affirmative,Help your sister with her project in the evening,9,correct
12446,12446,relationship,imperative,preposition,singular,future,affirmative,Plan a visit to your grandparents for the weekend,9,correct
12447,12447,relationship,imperative,preposition,singular,future,affirmative,Write to your cousin about the trip during vacation,9,correct
12448,12448,relationship,imperative,preposition,singular,future,affirmative,Organize the party with your friend at their house,9,correct
12449,12449,relationship,imperative,preposition,singular,future,affirmative,Discuss your favorite movie over dinner next weekend,8,correct
12450,12450,relationship,imperative,preposition,singular,future,affirmative,Explain the rules to your sibling after breakfast tomorrow,9,correct
12451,12451,relationship,imperative,preposition,singular,future,affirmative,Remind your dad about the meeting on Tuesday night,9,correct
12452,12452,relationship,imperative,preposition,singular,future,affirmative,Choose a gift for your friend from the toy store,10,correct
12453,12453,relationship,imperative,preposition,singular,future,affirmative,Bake some cookies with your aunt on Saturday morning,9,correct
12454,12454,relationship,imperative,preposition,singular,future,affirmative,Invite your neighbor for a coffee in the afternoon,9,correct
12455,12455,relationship,imperative,preposition,singular,future,affirmative,Prepare the presentation with your colleague at the office,9,correct
12456,12456,relationship,imperative,preposition,singular,future,affirmative,Accompany your sister to the concert in the evening,9,correct
12457,12457,relationship,imperative,preposition,singular,future,affirmative,Comfort your friend after school at the playground,8,correct
12458,12458,relationship,imperative,preposition,singular,future,affirmative,Stay close to your brother during the fair at night,10,correct
12459,12459,relationship,imperative,preposition,singular,future,affirmative,Offer some advice to your sister before her dance class,10,correct
12460,12460,housing,imperative,independent,singular,future,affirmative,Install a new window so the house will be warmer,10,correct
12461,12461,housing,imperative,independent,singular,future,affirmative,You will sweep the floor or you won't have dessert,10,correct
12462,12462,housing,imperative,independent,singular,future,affirmative,Repair the broken fence because it will fall soon,9,correct
12463,12463,housing,imperative,independent,singular,future,affirmative,He must change the bulb when it burns out,9,correct
12464,12464,housing,imperative,independent,singular,future,affirmative,Paint the walls white if you want a brighter room,10,correct
12466,12466,housing,imperative,independent,singular,future,affirmative,Buy a new chair so you will have enough seating,10,correct
12467,12467,housing,imperative,independent,singular,future,affirmative,Mop the kitchen floor while I tidy the shelves,9,correct
12469,12469,housing,imperative,independent,singular,future,affirmative,The cat will scratch the sofa unless you cover it,10,correct
12470,12470,housing,imperative,independent,singular,future,affirmative,You must vacuum the carpet or it will collect dust,10,correct
12471,12471,housing,imperative,independent,singular,future,affirmative,Clean the bathroom tiles if you see any mold appearing,10,correct
12472,12472,housing,imperative,independent,singular,future,affirmative,Build a bookcase although you will need more wood,9,correct
12473,12473,housing,imperative,independent,singular,future,affirmative,Wash the windows while there is enough daylight left,9,correct
12474,12474,housing,imperative,independent,singular,future,affirmative,Hang a picture on that wall or it will look dull,11,correct
12475,12475,housing,imperative,independent,singular,future,affirmative,Replace the old mattress because it will be delivered tomorrow,10,correct
12477,12477,housing,imperative,independent,singular,future,affirmative,Pick fresh flowers so they will brighten up the room,10,correct
12479,12479,housing,imperative,independent,singular,future,affirmative,Repaint the ceiling because it has developed visible cracks,9,correct
12480,12480,health,interrogative,simple,plural,present,affirmative,Are headaches a common symptom of stress?,7,correct
12481,12481,health,interrogative,simple,plural,present,affirmative,Do vegetables contribute to better mental health?,7,correct
12482,12482,health,interrogative,simple,plural,present,affirmative,Are sports injuries affecting their daily activities?,7,correct
12483,12483,health,interrogative,simple,plural,present,affirmative,Do meditation exercises help with anxiety?,6,correct
12484,12484,health,interrogative,simple,plural,present,affirmative,How are therapy sessions improving their mood?,7,correct
12485,12485,health,interrogative,simple,plural,present,affirmative,Are sleep patterns linked to their overall health?,8,correct
12486,12486,health,interrogative,simple,plural,present,affirmative,Do fitness routines enhance their mental well-being?,7,correct
12487,12487,health,interrogative,simple,plural,present,affirmative,What vitamins are essential for their brain health?,8,correct
12488,12488,health,interrogative,simple,plural,present,affirmative,Are unhealthy diets causing them any discomfort?,7,correct
12489,12489,health,interrogative,simple,plural,present,affirmative,Do stretching exercises prevent muscle injuries?,6,correct
12490,12490,health,interrogative,simple,plural,present,affirmative,Are relaxation techniques reducing their stress levels?,7,correct
12491,12491,health,interrogative,simple,plural,present,affirmative,Do their habits influence their mental health significantly?,8,correct
12492,12492,health,interrogative,simple,plural,present,affirmative,Are nutritional deficiencies affecting their focus?,6,correct
12493,12493,health,interrogative,simple,plural,present,affirmative,Do regular check-ups ensure their optimum fitness?,7,correct
12494,12494,health,interrogative,simple,plural,present,affirmative,How are positive affirmations boosting their confidence?,7,correct
12495,12495,health,interrogative,simple,plural,present,affirmative,Are physical activities helping them combat depression?,7,correct
12496,12496,health,interrogative,simple,plural,present,affirmative,Do energy drinks alter their concentration abilities?,7,correct
12497,12497,health,interrogative,simple,plural,present,affirmative,Are mindfulness practices alleviating their anxiety symptoms?,7,correct
12499,12499,health,interrogative,simple,plural,present,affirmative,Are outdoor activities improving their respiratory health?,7,correct
12500,12500,weather,interrogative,preposition,plural,present,affirmative,Are the clouds above us blocking the sun today?,9,correct
12501,12501,weather,interrogative,preposition,plural,present,affirmative,How often do the flowers in your garden bloom in spring?,11,correct
12502,12502,weather,interrogative,preposition,plural,present,affirmative,Do the storms during this season affect travel on the roads?,11,correct
12503,12503,weather,interrogative,preposition,plural,present,affirmative,Why are the leaves on many trees changing colors now?,10,correct
12504,12504,weather,interrogative,preposition,plural,present,affirmative,Are the temperatures in winter warmer than those from last year?,11,correct
12505,12505,weather,interrogative,preposition,plural,present,affirmative,What causes the floods in our area after heavy rainfall?,10,correct
12506,12506,weather,interrogative,preposition,plural,present,affirmative,Do the winds near the coast always feel this chilly to you?,12,correct
12507,12507,weather,interrogative,preposition,plural,present,affirmative,How do the birds in the park react to sudden storms?,11,correct
12508,12508,weather,interrogative,preposition,plural,present,affirmative,Are the mornings during autumn usually colder than the afternoons?,10,correct
12509,12509,weather,interrogative,preposition,plural,present,affirmative,Have the UV rays from the sun increased during summer this year?,12,correct
12510,12510,weather,interrogative,preposition,plural,present,affirmative,Is there more snow on your street than on ours?,10,correct
12511,12511,weather,interrogative,preposition,plural,present,affirmative,Are the forests around this region susceptible to wildfires every summer?,11,correct
12512,12512,weather,interrogative,preposition,plural,present,affirmative,How do the farmers in your town prepare for the upcoming droughts?,12,correct
12513,12513,weather,interrogative,preposition,plural,present,affirmative,Can the surfers enjoy larger waves at the beach during this season?,12,correct
12516,12516,weather,interrogative,preposition,plural,present,affirmative,Are the forecasts for storms accurate in predicting hail at night?,11,correct
12517,12517,weather,interrogative,preposition,plural,present,affirmative,What effects have the recent heatwaves had on outdoor activities here?,11,correct
12518,12518,weather,interrogative,preposition,plural,present,affirmative,How frequently do hurricanes in this area hit during late autumn?,11,correct
12519,12519,weather,interrogative,preposition,plural,present,affirmative,Are the riverbanks nearby prone to overflowing due to recent snowmelt?,11,correct
12520,12520,humanity,imperative,independent,singular,past,affirmative,Watch that film because it inspired revolutions and changed history,10,correct
12529,12529,humanity,imperative,independent,singular,past,affirmative,Visit that marketplace where economics prospered and societies flourished once,10,correct
12531,12531,humanity,imperative,independent,singular,past,affirmative,Translate the old text because it told stories yet remained misunderstood,11,correct
12538,12538,humanity,imperative,independent,singular,past,affirmative,Deliver your message and let it resonate where hearts once listened keenly,12,correct
12561,12561,relationship,imperative,dependent,plural,future,affirmative,Ask your children to play with the kids who are new here,12,correct
12564,12564,relationship,imperative,dependent,plural,future,affirmative,Share stories that your parents will enjoy when they visit tonight,11,correct
12565,12565,relationship,imperative,dependent,plural,future,affirmative,Encourage your cousins to meet the relatives they haven't seen yet,11,correct
12566,12566,relationship,imperative,dependent,plural,future,affirmative,Collect the photos that your grandparents will want to see,10,correct
12567,12567,relationship,imperative,dependent,plural,future,affirmative,Plan activities that your friends will love during the camp trip,11,correct
12568,12568,relationship,imperative,dependent,plural,future,affirmative,Include those cousins who will travel far to see everyone,10,correct
12569,12569,relationship,imperative,dependent,plural,future,affirmative,Teach your sisters the game that we will play later,10,correct
12570,12570,relationship,imperative,dependent,plural,future,affirmative,Suggest movies which the kids will watch during their sleepover,10,correct
12572,12572,relationship,imperative,dependent,plural,future,affirmative,Send invitations that your relatives will appreciate receiving next week,10,correct
12574,12574,relationship,imperative,dependent,plural,future,affirmative,Support the efforts that your parents will make for the celebration,11,correct
12575,12575,relationship,imperative,dependent,plural,future,affirmative,Surprise your friends with a party they didn't expect on Friday,11,correct
12576,12576,relationship,imperative,dependent,plural,future,affirmative,Assist those neighbors who will need help moving furniture tomorrow,10,correct
12578,12578,relationship,imperative,dependent,plural,future,affirmative,Assign roles to children who will participate in the family play later,12,correct
12580,12580,basic,interrogative,preposition,plural,past,affirmative,Were the children at the park yesterday?,7,correct
12581,12581,basic,interrogative,preposition,plural,past,affirmative,Did the books on the table belong to you?,9,correct
12582,12582,basic,interrogative,preposition,plural,past,affirmative,Were the students in the hallway talking about the test?,10,correct
12583,12583,basic,interrogative,preposition,plural,past,affirmative,Did the flowers in the garden bloom last spring?,9,correct
12584,12584,basic,interrogative,preposition,plural,past,affirmative,Were the letters in the mailbox addressed to your friends?,10,correct
12585,12585,basic,interrogative,preposition,plural,past,affirmative,Did the shoes on the shelf go on sale recently?,10,correct
12586,12586,basic,interrogative,preposition,plural,past,affirmative,Were the kittens under the porch fed yesterday?,8,correct
12587,12587,basic,interrogative,preposition,plural,past,affirmative,Had the boys at the gym been practicing all night?,10,correct
12588,12588,basic,interrogative,preposition,plural,past,affirmative,Did the dishes from the dinner get washed?,8,correct
12589,12589,basic,interrogative,preposition,plural,past,affirmative,Were the guests from your party leaving by midnight?,9,correct
12590,12590,basic,interrogative,preposition,plural,past,affirmative,Did the emails in my inbox come from your colleagues?,10,correct
12591,12591,basic,interrogative,preposition,plural,past,affirmative,Were the cars on that road moving at high speed?,10,correct
12592,12592,basic,interrogative,preposition,plural,past,affirmative,Had those bicycles at the store been sold last week?,10,correct
12593,12593,basic,interrogative,preposition,plural,past,affirmative,Were the paintings on display admired by many people?,9,correct
12594,12594,basic,interrogative,preposition,plural,past,affirmative,Did the dogs in the backyard enjoy their new toys?,10,correct
12595,12595,basic,interrogative,preposition,plural,past,affirmative,Had the people in the office already left for home?,10,correct
12596,12596,basic,interrogative,preposition,plural,past,affirmative,Did those papers on your desk need organizing last month?,10,correct
12597,12597,basic,interrogative,preposition,plural,past,affirmative,Were they in the living room waiting for your arrival yesterday?,11,correct
12598,12598,basic,interrogative,preposition,plural,past,affirmative,Had the reports from his team been finished on time?,10,correct
12599,12599,basic,interrogative,preposition,plural,past,affirmative,Did the bells in the church ring yesterday at noon?,10,correct
12600,12600,shopping,interrogative,preposition,singular,future,affirmative,Will the new store on Main Street have better prices?,10,correct
12602,12602,shopping,interrogative,preposition,singular,future,affirmative,Will the dress on that mannequin go on sale soon?,10,correct
12603,12603,shopping,interrogative,preposition,singular,future,affirmative,Are there any special offers in the health aisle next week?,11,correct
12604,12604,shopping,interrogative,preposition,singular,future,affirmative,Might that bakery by the corner offer gluten-free options this weekend?,11,correct
12605,12605,shopping,interrogative,preposition,singular,future,affirmative,Is the jacket on the top shelf going to be discounted later?,12,correct
12606,12606,shopping,interrogative,preposition,singular,future,affirmative,Could a shopper in your area get a free sample tomorrow?,11,correct
12607,12607,shopping,interrogative,preposition,singular,future,affirmative,Will a new product in the skincare line be released next month?,12,correct
12609,12609,shopping,interrogative,preposition,singular,future,affirmative,Can the cashier at the counter help with additional savings tomorrow?,11,correct
12610,12610,shopping,interrogative,preposition,singular,future,affirmative,Will there be any new arrivals in the outdoor gear section soon?,12,correct
12611,12611,shopping,interrogative,preposition,singular,future,affirmative,Might that small boutique around the corner expand its inventory next season?,12,correct
12612,12612,shopping,interrogative,preposition,singular,future,affirmative,Does the sign above that aisle indicate a clearance event starting soon?,12,correct
12614,12614,shopping,interrogative,preposition,singular,future,affirmative,Could there be better deals available under this membership plan next month?,12,correct
12615,12615,shopping,interrogative,preposition,singular,future,affirmative,Will the new market along this street open for customers next week?,12,correct
12617,12617,shopping,interrogative,preposition,singular,future,affirmative,May that department over there feature seasonal items after next Sunday?,11,correct
12618,12618,shopping,interrogative,preposition,singular,future,affirmative,Is it likely that this checkout lane will accept returns tomorrow?,11,correct
12619,12619,shopping,interrogative,preposition,singular,future,affirmative,Should that shoe store near the park have exclusive launches next Thursday?,12,correct
12661,12661,weather,declarative,independent,plural,future,affirmative,Flowers will bloom beautifully while the sun will be shining,10,correct
12663,12663,weather,declarative,independent,plural,future,affirmative,The leaves will turn yellow and the winds will sweep them away,12,correct
12664,12664,weather,declarative,independent,plural,future,affirmative,Birds will migrate south because winter temperatures will be dropping,10,correct
12665,12665,weather,declarative,independent,plural,future,affirmative,Storms will rage on but the houses will remain standing,10,correct
12666,12666,weather,declarative,independent,plural,future,affirmative,Heatwaves will intensify as summer days will stretch longer,9,correct
12667,12667,weather,declarative,independent,plural,future,affirmative,The rivers will overflow where rainstorms will be relentless,9,correct
12668,12668,weather,declarative,independent,plural,future,affirmative,Cyclones will cause devastation yet many will rebuild their homes,10,correct
12669,12669,weather,declarative,independent,plural,future,affirmative,Dry spells will lengthen so animals will search for water,10,correct
12672,12672,weather,declarative,independent,plural,future,affirmative,Sunsets will arrive earlier as the nights will grow longer,10,correct
12674,12674,weather,declarative,independent,plural,future,affirmative,People will enjoy picnics while gentle breezes will provide comfort,10,correct
12676,12676,weather,declarative,independent,plural,future,affirmative,Beaches will be crowded because summer vacations will lure tourists,10,correct
12677,12677,weather,declarative,independent,plural,future,affirmative,Forests will regain their vibrancy and wildlife will flourish soon,10,correct
12679,12679,weather,declarative,independent,plural,future,affirmative,The atmosphere will be humid so air-conditioning units will sell fast,11,correct
12680,12680,nature,interrogative,preposition,plural,present,affirmative,Are the birds in the tall trees singing today?,9,correct
12681,12681,nature,interrogative,preposition,plural,present,affirmative,Do the rivers on this continent flow into the ocean nearby?,11,correct
12682,12682,nature,interrogative,preposition,plural,present,affirmative,Are the flowers beside the walkway blooming in the sunshine?,10,correct
12683,12683,nature,interrogative,preposition,plural,present,affirmative,Do squirrels in this part of the park collect acorns?,10,correct
12684,12684,nature,interrogative,preposition,plural,present,affirmative,Are the mountains beyond our village covered with snow in winter?,11,correct
12685,12685,nature,interrogative,preposition,plural,present,affirmative,Do the lakes in your country freeze during the winter season?,11,correct
12686,12686,nature,interrogative,preposition,plural,present,affirmative,Are the penguins near the shore diving into the chilly water?,11,correct
12687,12687,nature,interrogative,preposition,plural,present,affirmative,Do the clouds above those hills always look this dark?,10,correct
12688,12688,nature,interrogative,preposition,plural,present,affirmative,Are the bees in the garden busy gathering nectar from flowers?,11,correct
12689,12689,nature,interrogative,preposition,plural,present,affirmative,Do the waves of this sea often crash onto the rocks below?,12,correct
12690,12690,nature,interrogative,preposition,plural,present,affirmative,Are foxes in these woods active at this time of day?,11,correct
12691,12691,nature,interrogative,preposition,plural,present,affirmative,Do the vines on that wall grow faster in warmer months?,11,correct
12692,12692,nature,interrogative,preposition,plural,present,affirmative,Are there many frogs near the pond at nightfall?,9,correct
12693,12693,nature,interrogative,preposition,plural,present,affirmative,Do rainforests around here receive heavy rainfall every year?,9,correct
12694,12694,nature,interrogative,preposition,plural,present,affirmative,Are the stars visible in the clear sky above us tonight?,11,correct
12695,12695,nature,interrogative,preposition,plural,present,affirmative,Do rivers between those mountains usually flood during the rainy season?,11,correct
12696,12696,nature,interrogative,preposition,plural,present,affirmative,Are the paths across these fields covered with wildflowers now?,10,correct
12697,12697,nature,interrogative,preposition,plural,present,affirmative,Do whales near this island migrate during certain seasons annually?,10,correct
12698,12698,nature,interrogative,preposition,plural,present,affirmative,Are eagles on that ridge frequently seen hunting for prey?,10,correct
12699,12699,nature,interrogative,preposition,plural,present,affirmative,Do the sands at these beaches glitter in sunlight every morning?,11,correct
12800,12800,art,interrogative,preposition,plural,past,affirmative,Did the artists in the gallery create those paintings yesterday?,10,correct
12801,12801,art,interrogative,preposition,plural,past,affirmative,Were the musicians at the concert rehearsing in the old theater?,11,correct
12802,12802,art,interrogative,preposition,plural,past,affirmative,Did the photographers with digital cameras capture stunning images at the park?,12,correct
12803,12803,art,interrogative,preposition,plural,past,affirmative,Were the sculptors in the studio working on marble statues last week?,12,correct
12804,12804,art,interrogative,preposition,plural,past,affirmative,Did writers in the library finish their novels during the workshop?,11,correct
12805,12805,art,interrogative,preposition,plural,past,affirmative,Have the painters from that town displayed their work recently?,10,correct
12806,12806,art,interrogative,preposition,plural,past,affirmative,Were dancers at the festival performing under the stars last night?,11,correct
12807,12807,art,interrogative,preposition,plural,past,affirmative,Had photographers with an eye for detail won any awards before?,11,correct
12808,12808,art,interrogative,preposition,plural,past,affirmative,Were singers from across the world practicing for that event?,10,correct
12809,12809,art,interrogative,preposition,plural,past,affirmative,Did illustrators at that conference exchange ideas in great detail?,10,correct
12810,12810,art,interrogative,preposition,plural,past,affirmative,Were filmmakers during that period using analog equipment for projects?,10,correct
12811,12811,art,interrogative,preposition,plural,past,affirmative,Did artists with a flair for color apply new techniques at school?,12,correct
12812,12812,art,interrogative,preposition,plural,past,affirmative,Had musicians on the tour played in several cities before reaching ours?,12,correct
12813,12813,art,interrogative,preposition,plural,past,affirmative,Were poets in that era drawing inspiration from nature's beauty?,10,correct
12815,12815,art,interrogative,preposition,plural,past,affirmative,Did designers at the workshop create inventive posters for the show?,11,correct
12818,12818,art,interrogative,preposition,plural,past,affirmative,Did actors in that theater perform classic plays often during spring?,11,correct
12820,12820,work,declarative,independent,singular,future,affirmative,I will study hard for I want to pass the exams,11,correct
12821,12821,work,declarative,independent,singular,future,affirmative,He will finish his report and she will review it,10,correct
12822,12822,work,declarative,independent,singular,future,affirmative,She will find a job or she will start a course,11,correct
12823,12823,work,declarative,independent,singular,future,affirmative,The teacher will prepare materials so the class will succeed,10,correct
12825,12825,work,declarative,independent,singular,future,affirmative,A manager will visit when the new office opens,9,correct
12826,12826,work,declarative,independent,singular,future,affirmative,The system will update because the supervisor demands efficiency,9,correct
12827,12827,work,declarative,independent,singular,future,affirmative,An instructor will explain while the students listen carefully,9,correct
12828,12828,work,declarative,independent,singular,future,affirmative,His laptop will work effectively if he charges it regularly,10,correct
12831,12831,work,declarative,independent,singular,future,affirmative,A new course will begin because students want to advance,10,correct
12832,12832,work,declarative,independent,singular,future,affirmative,The engineer will design buildings and they will be tall,10,correct
12834,12834,work,declarative,independent,singular,future,affirmative,She will present ideas and the team will discuss them,10,correct
12835,12835,work,declarative,independent,singular,future,affirmative,A student will graduate when all credits are fulfilled,9,correct
12836,12836,work,declarative,independent,singular,future,affirmative,The schedule will change if the director sees a conflict,10,correct
12838,12838,work,declarative,independent,singular,future,affirmative,The contract will end but a new opportunity will arise,10,correct
12839,12839,work,declarative,independent,singular,future,affirmative,The application will be reviewed so don't worry about deadlines,10,correct
12852,12852,health,imperative,independent,plural,past,affirmative,Take your vitamins and see why everyone became less fatigued yesterday,11,correct
12920,12920,relationship,interrogative,independent,plural,future,affirmative,Will your parents visit while their friends are traveling?,9,correct
12921,12921,relationship,interrogative,independent,plural,future,affirmative,Are the children playing or will they be studying tomorrow?,10,correct
12923,12923,relationship,interrogative,independent,plural,future,affirmative,Will your friends join us or should we plan another day?,11,correct
12924,12924,relationship,interrogative,independent,plural,future,affirmative,Will they travel together because they want to explore new places?,11,correct
12927,12927,relationship,interrogative,independent,plural,future,affirmative,Can your siblings babysit while you attend the meeting?,9,correct
12928,12928,relationship,interrogative,independent,plural,future,affirmative,Are the kids ready for dinner or will they eat later?,11,correct
12929,12929,relationship,interrogative,independent,plural,future,affirmative,Will friends gather to celebrate when the exams are over?,10,correct
12931,12931,relationship,interrogative,independent,plural,future,affirmative,Are your cousins visiting because their parents have a meeting?,10,correct
12932,12932,relationship,interrogative,independent,plural,future,affirmative,Will they play outside or should we bring some indoor games?,11,correct
12933,12933,relationship,interrogative,independent,plural,future,affirmative,Do friends meet often if they live near each other?,10,correct
12934,12934,relationship,interrogative,independent,plural,future,affirmative,Will the siblings share the chores so everyone can relax later?,11,correct
12935,12935,relationship,interrogative,independent,plural,future,affirmative,Are your parents happy when their family reunites for holidays?,10,correct
12936,12936,relationship,interrogative,independent,plural,future,affirmative,Will they need help because everyone will be very busy tomorrow?,11,correct
12938,12938,relationship,interrogative,independent,plural,future,affirmative,Will parents encourage their kids to explore while they're young?,10,correct
12980,12980,housing,imperative,simple,plural,present,affirmative,Set those chairs around the table,6,correct
12981,12981,housing,imperative,simple,plural,present,affirmative,Vacuum the carpets in all rooms,6,correct
12982,12982,housing,imperative,simple,plural,present,affirmative,Hang your coats by the front door,7,correct
12983,12983,housing,imperative,simple,plural,present,affirmative,Paint the walls in the living room,7,correct
12984,12984,housing,imperative,simple,plural,present,affirmative,Wash all the dirty dishes now,6,correct
12985,12985,housing,imperative,simple,plural,present,affirmative,Move those boxes to the attic,6,correct
12986,12986,housing,imperative,simple,plural,present,affirmative,Replace the light bulbs upstairs,5,correct
12987,12987,housing,imperative,simple,plural,present,affirmative,Sweep the floors throughout the house,6,correct
12988,12988,housing,imperative,simple,plural,present,affirmative,Water the plants in the garden today,7,correct
12989,12989,housing,imperative,simple,plural,present,affirmative,Install new shelves in the kitchen,6,correct
12990,12990,housing,imperative,simple,plural,present,affirmative,Fix the leaky faucet in the bathroom,7,correct
12991,12991,housing,imperative,simple,plural,present,affirmative,Arrange your books on the bookshelf neatly,7,correct
12992,12992,housing,imperative,simple,plural,present,affirmative,Clean every window from outside today,6,correct
12993,12993,housing,imperative,simple,plural,present,affirmative,Dust all the furniture in every room,7,correct
12994,12994,housing,imperative,simple,plural,present,affirmative,Tighten the loose screws on the door hinges,8,correct
12995,12995,housing,imperative,simple,plural,present,affirmative,Organize your clothes in the closet neatly,7,correct
12996,12996,housing,imperative,simple,plural,present,affirmative,Repair the broken chair in the dining room,8,correct
12997,12997,housing,imperative,simple,plural,present,affirmative,Change the bedsheets in all bedrooms now,7,correct
12998,12998,housing,imperative,simple,plural,present,affirmative,Mop the entire kitchen floor tonight,6,correct
12999,12999,housing,imperative,simple,plural,present,affirmative,Decorate the living room for the party,7,correct
13040,13040,basic,declarative,dependent,singular,future,affirmative,You will greet everyone when the party begins,8,correct
13041,13041,basic,declarative,dependent,singular,future,affirmative,The chef will prepare the meal that everyone loves,9,correct
13042,13042,basic,declarative,dependent,singular,future,affirmative,I will send you an invitation if you ask,9,correct
13043,13043,basic,declarative,dependent,singular,future,affirmative,Her brother will bring the gift you have chosen,9,correct
13044,13044,basic,declarative,dependent,singular,future,affirmative,A friend will tend to the plants while I am away,11,correct
13045,13045,basic,declarative,dependent,singular,future,affirmative,His sister will answer the phone when it rings,9,correct
13046,13046,basic,declarative,dependent,singular,future,affirmative,Someone will help you if you arrive early,8,correct
13047,13047,basic,declarative,dependent,singular,future,affirmative,That person will tell a story which captivates everyone,9,correct
13048,13048,basic,declarative,dependent,singular,future,affirmative,The teacher will explain the task that is due tomorrow,10,correct
13049,13049,basic,declarative,dependent,singular,future,affirmative,She will apologize for the mistake she made yesterday,9,correct
13050,13050,basic,declarative,dependent,singular,future,affirmative,The child will laugh when a funny show begins,9,correct
13051,13051,basic,declarative,dependent,singular,future,affirmative,Anybody will join the game if you invite them later,10,correct
13052,13052,basic,declarative,dependent,singular,future,affirmative,He will offer assistance whenever you request help,8,correct
13053,13053,basic,declarative,dependent,singular,future,affirmative,A gentleman will arrive as soon as the event starts,10,correct
13054,13054,basic,declarative,dependent,singular,future,affirmative,Another student will complete the assignment if you need assistance,10,correct
13055,13055,basic,declarative,dependent,singular,future,affirmative,You will understand once the teacher provides an explanation,9,correct
13056,13056,basic,declarative,dependent,singular,future,affirmative,Somebody will arrive at your house after the meeting finishes,10,correct
13057,13057,basic,declarative,dependent,singular,future,affirmative,She will wear the dress that catches your attention,9,correct
13058,13058,basic,declarative,dependent,singular,future,affirmative,The waiter will bring a drink while you wait for food,11,correct
13059,13059,basic,declarative,dependent,singular,future,affirmative,My neighbor will borrow a cup of sugar if you allow it,12,correct
13060,13060,basic,declarative,dependent,plural,present,affirmative,The cookies that smell delicious are for everyone,8,correct
